Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Tue Jan 15 2008,7:00p,Denver Nuggets,93,Atlanta Hawks,104,Box Score,,18235,
Tue Jan 15 2008,7:30p,Toronto Raptors,89,Detroit Pistons,103,Box Score,,22076,
Tue Jan 15 2008,8:30p,Philadelphia 76ers,111,Houston Rockets,107,Box Score,,13428,
Tue Jan 15 2008,10:30p,Phoenix Suns,90,Los Angeles Clippers,97,Box Score,,16063,
Tue Jan 15 2008,8:00p,Cleveland Cavaliers,132,Memphis Grizzlies,124,Box Score,OT,13871,
Tue Jan 15 2008,8:00p,Golden State Warriors,105,Minnesota Timberwolves,98,Box Score,,10777,
Tue Jan 15 2008,7:30p,Washington Wizards,93,New York Knicks,105,Box Score,,17584,
Tue Jan 15 2008,7:00p,Chicago Bulls,88,Orlando Magic,102,Box Score,,17519,
Wed Jan 16 2008,7:30p,Portland Trail Blazers,90,Boston Celtics,100,Box Score,,18624,
Wed Jan 16 2008,7:00p,Orlando Magic,93,Charlotte Bobcats,99,Box Score,,14279,
Wed Jan 16 2008,7:00p,Golden State Warriors,117,Indiana Pacers,125,Box Score,,11501,
Wed Jan 16 2008,7:00p,Chicago Bulls,126,Miami Heat,96,Box Score,,19600,
Wed Jan 16 2008,8:00p,Atlanta Hawks,80,Milwaukee Bucks,87,Box Score,,14506,
Wed Jan 16 2008,7:30p,New York Knicks,111,New Jersey Nets,105,Box Score,,16128,
Wed Jan 16 2008,8:00p,Seattle SuperSonics,92,New Orleans Hornets,123,Box Score,,9882,
Wed Jan 16 2008,7:00p,Sacramento Kings,91,Toronto Raptors,116,Box Score,,17760,
Thu Jan 17 2008,9:00p,Utah Jazz,109,Denver Nuggets,120,Box Score,,15270,
Thu Jan 17 2008,10:30p,Phoenix Suns,106,Los Angeles Lakers,98,Box Score,,18997,
Thu Jan 17 2008,8:00p,Cleveland Cavaliers,90,San Antonio Spurs,88,Box Score,,18482,
Fri Jan 18 2008,7:30p,Philadelphia 76ers,89,Boston Celtics,116,Box Score,,18624,
Fri Jan 18 2008,9:30p,Golden State Warriors,119,Chicago Bulls,111,Box Score,,21896,
Fri Jan 18 2008,8:00p,Sacramento Kings,100,Detroit Pistons,93,Box Score,,22076,
Fri Jan 18 2008,8:00p,Seattle SuperSonics,100,Memphis Grizzlies,124,Box Score,,13451,
Fri Jan 18 2008,7:00p,Portland Trail Blazers,98,Miami Heat,91,Box Score,,19600,
Fri Jan 18 2008,8:00p,Charlotte Bobcats,84,New Orleans Hornets,112,Box Score,,12986,
Fri Jan 18 2008,9:00p,Minnesota Timberwolves,95,Phoenix Suns,115,Box Score,,18422,
Fri Jan 18 2008,7:00p,Atlanta Hawks,78,Toronto Raptors,89,Box Score,,19800,
Fri Jan 18 2008,9:00p,Los Angeles Clippers,88,Utah Jazz,106,Box Score,,19911,
Fri Jan 18 2008,7:00p,New York Knicks,98,Washington Wizards,111,Box Score,,20173,
Sat Jan 19 2008,7:00p,Memphis Grizzlies,87,Charlotte Bobcats,105,Box Score,,15848,
Sat Jan 19 2008,8:30p,Detroit Pistons,81,Chicago Bulls,97,Box Score,,22657,
Sat Jan 19 2008,9:00p,Seattle SuperSonics,96,Dallas Mavericks,111,Box Score,,20386,
Sat Jan 19 2008,9:00p,Minnesota Timberwolves,108,Denver Nuggets,111,Box Score,,18196,
Sat Jan 19 2008,8:30p,San Antonio Spurs,81,Houston Rockets,83,Box Score,,18353,
Sat Jan 19 2008,7:00p,Sacramento Kings,110,Indiana Pacers,104,Box Score,,14015,
Sat Jan 19 2008,10:30p,New Jersey Nets,107,Los Angeles Clippers,120,Box Score,OT,18691,
Sat Jan 19 2008,7:30p,New York Knicks,88,Miami Heat,84,Box Score,,19600,
Sat Jan 19 2008,8:30p,Golden State Warriors,119,Milwaukee Bucks,99,Box Score,,16615,
Sat Jan 19 2008,7:00p,Portland Trail Blazers,94,Orlando Magic,101,Box Score,,17519,
Sat Jan 19 2008,7:00p,Toronto Raptors,95,Philadelphia 76ers,99,Box Score,,13853,
Sun Jan 20 2008,8:00p,New Jersey Nets,92,Phoenix Suns,116,Box Score,,18422,
Mon Jan 21 2008,2:00p,Portland Trail Blazers,111,Atlanta Hawks,109,Box Score,OT,17400,
Mon Jan 21 2008,1:00p,San Antonio Spurs,95,Charlotte Bobcats,86,Box Score,,17124,
Mon Jan 21 2008,4:00p,Minnesota Timberwolves,109,Golden State Warriors,108,Box Score,,19144,
Mon Jan 21 2008,2:30p,Seattle SuperSonics,89,Houston Rockets,96,Box Score,,15264,
Mon Jan 21 2008,3:30p,Utah Jazz,109,Los Angeles Clippers,93,Box Score,,16318,
Mon Jan 21 2008,10:30p,Denver Nuggets,99,Los Angeles Lakers,116,Box Score,,18997,
Mon Jan 21 2008,5:30p,Chicago Bulls,90,Memphis Grizzlies,104,Box Score,,18119,
Mon Jan 21 2008,8:00p,Cleveland Cavaliers,97,Miami Heat,90,Box Score,,19600,
Mon Jan 21 2008,3:30p,Milwaukee Bucks,92,New Orleans Hornets,106,Box Score,,11663,
Mon Jan 21 2008,1:00p,Boston Celtics,109,New York Knicks,93,Box Score,,19763,
Mon Jan 21 2008,7:00p,Detroit Pistons,100,Orlando Magic,102,Box Score,,17519,
Mon Jan 21 2008,2:00p,Indiana Pacers,110,Philadelphia 76ers,103,Box Score,,12424,
Mon Jan 21 2008,1:00p,Dallas Mavericks,84,Washington Wizards,102,Box Score,,20173,
Tue Jan 22 2008,8:00p,Phoenix Suns,114,Milwaukee Bucks,105,Box Score,,14503,
Tue Jan 22 2008,10:00p,New Jersey Nets,94,Sacramento Kings,128,Box Score,,13232,
Wed Jan 23 2008,7:30p,Toronto Raptors,114,Boston Celtics,112,Box Score,,18624,
Wed Jan 23 2008,7:00p,Dallas Mavericks,102,Charlotte Bobcats,95,Box Score,,13764,
Wed Jan 23 2008,8:30p,Indiana Pacers,95,Chicago Bulls,108,Box Score,,21774,
Wed Jan 23 2008,7:00p,Washington Wizards,85,Cleveland Cavaliers,121,Box Score,,20562,
Wed Jan 23 2008,9:00p,Atlanta Hawks,100,Denver Nuggets,107,Box Score,,14213,
Wed Jan 23 2008,10:30p,Sacramento Kings,85,Los Angeles Clippers,111,Box Score,,15513,
Wed Jan 23 2008,8:00p,Orlando Magic,112,Memphis Grizzlies,85,Box Score,,10212,
Wed Jan 23 2008,8:00p,Phoenix Suns,107,Minnesota Timberwolves,117,Box Score,,15101,
Wed Jan 23 2008,8:00p,Portland Trail Blazers,81,New Orleans Hornets,96,Box Score,,11006,
Wed Jan 23 2008,7:00p,Detroit Pistons,86,Philadelphia 76ers,78,Box Score,,13878,
Wed Jan 23 2008,9:00p,Los Angeles Lakers,91,San Antonio Spurs,103,Box Score,,18797,
Wed Jan 23 2008,10:00p,Houston Rockets,109,Seattle SuperSonics,107,Box Score,,12342,
Thu Jan 24 2008,10:30p,New Jersey Nets,119,Golden State Warriors,121,Box Score,,19596,
Thu Jan 24 2008,8:00p,San Antonio Spurs,90,Miami Heat,89,Box Score,,19600,
Thu Jan 24 2008,8:00p,Indiana Pacers,92,Milwaukee Bucks,104,Box Score,,14267,
Fri Jan 25 2008,7:30p,Minnesota Timberwolves,86,Boston Celtics,87,Box Score,,18624,
Fri Jan 25 2008,8:30p,Charlotte Bobcats,90,Chicago Bulls,77,Box Score,,21761,
Fri Jan 25 2008,7:00p,Phoenix Suns,110,Cleveland Cavaliers,108,Box Score,,20562,
Fri Jan 25 2008,8:30p,Los Angeles Lakers,105,Dallas Mavericks,112,Box Score,,20438,
Fri Jan 25 2008,9:00p,New Jersey Nets,85,Denver Nuggets,100,Box Score,,15892,
Fri Jan 25 2008,7:00p,Orlando Magic,93,Detroit Pistons,101,Box Score,,22076,
Fri Jan 25 2008,8:00p,Los Angeles Clippers,92,New Orleans Hornets,111,Box Score,,13538,
Fri Jan 25 2008,7:30p,Philadelphia 76ers,81,New York Knicks,89,Box Score,,19248,
Fri Jan 25 2008,10:00p,Houston Rockets,89,Portland Trail Blazers,79,Box Score,,20576,
Fri Jan 25 2008,10:30p,Atlanta Hawks,99,Seattle SuperSonics,90,Box Score,,13647,
Fri Jan 25 2008,7:00p,Milwaukee Bucks,75,Toronto Raptors,106,Box Score,,19800,
Fri Jan 25 2008,9:00p,Sacramento Kings,113,Utah Jazz,127,Box Score,,19911,
Fri Jan 25 2008,7:00p,Memphis Grizzlies,93,Washington Wizards,104,Box Score,,17123,
Sat Jan 26 2008,7:00p,Philadelphia 76ers,103,Charlotte Bobcats,96,Box Score,,18074,
Sat Jan 26 2008,8:00p,Los Angeles Clippers,120,Memphis Grizzlies,125,Box Score,OT,11072,
Sat Jan 26 2008,3:30p,Indiana Pacers,96,Miami Heat,98,Box Score,,19600,
Sat Jan 26 2008,8:30p,New Orleans Hornets,102,San Antonio Spurs,78,Box Score,,18797,
Sun Jan 27 2008,1:00p,Phoenix Suns,88,Chicago Bulls,77,Box Score,,22245,
Sun Jan 27 2008,6:30p,Denver Nuggets,85,Dallas Mavericks,90,Box Score,,20437,
Sun Jan 27 2008,9:00p,New York Knicks,104,Golden State Warriors,106,Box Score,,19596,
Sun Jan 27 2008,7:00p,Utah Jazz,97,Houston Rockets,89,Box Score,,17480,
Sun Jan 27 2008,3:30p,Cleveland Cavaliers,98,Los Angeles Lakers,95,Box Score,,18997,
Sun Jan 27 2008,6:00p,Washington Wizards,102,Milwaukee Bucks,105,Box Score,OT,15621,
Sun Jan 27 2008,6:30p,New Jersey Nets,95,Minnesota Timberwolves,98,Box Score,,11937,
Sun Jan 27 2008,1:00p,Boston Celtics,93,Orlando Magic,96,Box Score,,17519,
Sun Jan 27 2008,6:00p,Atlanta Hawks,93,Portland Trail Blazers,94,Box Score,,20438,
Sun Jan 27 2008,9:00p,Sacramento Kings,103,Seattle SuperSonics,101,Box Score,,13409,
Mon Jan 28 2008,10:30p,Charlotte Bobcats,107,Los Angeles Clippers,100,Box Score,,14429,
Mon Jan 28 2008,8:00p,Dallas Mavericks,103,Memphis Grizzlies,84,Box Score,,11672,
Mon Jan 28 2008,8:00p,Denver Nuggets,93,New Orleans Hornets,117,Box Score,,15601,
Mon Jan 28 2008,9:00p,San Antonio Spurs,91,Utah Jazz,97,Box Score,,19911,
Tue Jan 29 2008,8:30p,Minnesota Timberwolves,85,Chicago Bulls,96,Box Score,,21725,
Tue Jan 29 2008,8:30p,Golden State Warriors,107,Houston Rockets,111,Box Score,,16586,
Tue Jan 29 2008,7:00p,Detroit Pistons,110,Indiana Pacers,104,Box Score,,12572,
Tue Jan 29 2008,10:30p,New York Knicks,109,Los Angeles Lakers,120,Box Score,,18997,
Tue Jan 29 2008,7:30p,Boston Celtics,117,Miami Heat,87,Box Score,,19600,
Tue Jan 29 2008,7:30p,Milwaukee Bucks,80,New Jersey Nets,87,Box Score,,14133,
Tue Jan 29 2008,9:00p,Atlanta Hawks,92,Phoenix Suns,125,Box Score,,18422,
Tue Jan 29 2008,10:00p,San Antonio Spurs,85,Seattle SuperSonics,88,Box Score,,13295,
Tue Jan 29 2008,7:00p,Toronto Raptors,104,Washington Wizards,108,Box Score,OT,12905,
Wed Jan 30 2008,10:30p,Atlanta Hawks,88,Los Angeles Clippers,95,Box Score,,14874,
Wed Jan 30 2008,8:00p,Denver Nuggets,106,Memphis Grizzlies,102,Box Score,,12043,
Wed Jan 30 2008,8:00p,Chicago Bulls,67,Minnesota Timberwolves,83,Box Score,,10910,
Wed Jan 30 2008,8:00p,Golden State Warriors,116,New Orleans Hornets,103,Box Score,,14410,
Wed Jan 30 2008,7:00p,Miami Heat,91,Orlando Magic,107,Box Score,,17519,
Wed Jan 30 2008,7:00p,Milwaukee Bucks,69,Philadelphia 76ers,112,Box Score,,12507,
Wed Jan 30 2008,9:00p,Cleveland Cavaliers,84,Portland Trail Blazers,83,Box Score,,20501,
Wed Jan 30 2008,10:00p,Charlotte Bobcats,91,Sacramento Kings,105,Box Score,,12627,
Wed Jan 30 2008,7:00p,Washington Wizards,83,Toronto Raptors,122,Box Score,,19800,
Wed Jan 30 2008,9:00p,New York Knicks,89,Utah Jazz,100,Box Score,,19911,
Thu Jan 31 2008,8:00p,Dallas Mavericks,90,Boston Celtics,96,Box Score,,18624,
Thu Jan 31 2008,7:30p,Los Angeles Lakers,89,Detroit Pistons,90,Box Score,,22076,
Thu Jan 31 2008,10:30p,San Antonio Spurs,84,Phoenix Suns,81,Box Score,,18422,
Thu Jan 31 2008,10:00p,Cleveland Cavaliers,95,Seattle SuperSonics,101,Box Score,,13109,
Fri Feb 1 2008,10:30p,Charlotte Bobcats,96,Golden State Warriors,127,Box Score,,20064,
Fri Feb 1 2008,7:00p,Houston Rockets,106,Indiana Pacers,103,Box Score,,13784,
Fri Feb 1 2008,8:00p,New Jersey Nets,94,Miami Heat,85,Box Score,,19600,
Fri Feb 1 2008,8:00p,Los Angeles Clippers,83,Minnesota Timberwolves,104,Box Score,,12739,
Fri Feb 1 2008,7:00p,Orlando Magic,108,Philadelphia 76ers,106,Box Score,,16513,
Fri Feb 1 2008,10:30p,New York Knicks,88,Portland Trail Blazers,94,Box Score,OT,20422,
Fri Feb 1 2008,10:00p,New Orleans Hornets,103,Sacramento Kings,112,Box Score,,14245,
Fri Feb 1 2008,7:00p,Los Angeles Lakers,121,Toronto Raptors,101,Box Score,,19800,
Fri Feb 1 2008,8:00p,Utah Jazz,96,Washington Wizards,87,Box Score,,20173,
Sat Feb 2 2008,7:00p,New Jersey Nets,92,Atlanta Hawks,104,Box Score,,18102,
Sat Feb 2 2008,7:30p,Los Angeles Clippers,84,Cleveland Cavaliers,98,Box Score,,20562,
Sat Feb 2 2008,9:00p,Charlotte Bobcats,101,Denver Nuggets,117,Box Score,,19391,
Sat Feb 2 2008,7:00p,Orlando Magic,121,Indiana Pacers,115,Box Score,,13172,
Sat Feb 2 2008,8:00p,Utah Jazz,110,Memphis Grizzlies,91,Box Score,,12407,
Sat Feb 2 2008,8:30p,Houston Rockets,91,Milwaukee Bucks,83,Box Score,,18717,
Sat Feb 2 2008,10:00p,Chicago Bulls,101,Sacramento Kings,105,Box Score,,15526,
Sat Feb 2 2008,10:00p,New York Knicks,85,Seattle SuperSonics,86,Box Score,,12783,
Sun Feb 3 2008,2:30p,Dallas Mavericks,67,Detroit Pistons,90,Box Score,,22076,
Sun Feb 3 2008,12:00p,Los Angeles Lakers,103,Washington Wizards,91,Box Score,,20173,
Mon Feb 4 2008,7:00p,Philadelphia 76ers,91,Atlanta Hawks,96,Box Score,,14563,
Mon Feb 4 2008,7:30p,Toronto Raptors,114,Miami Heat,82,Box Score,,19600,
Mon Feb 4 2008,8:00p,Houston Rockets,92,Minnesota Timberwolves,86,Box Score,,10019,
Mon Feb 4 2008,7:30p,Los Angeles Clippers,103,New York Knicks,94,Box Score,,18050,
Mon Feb 4 2008,7:00p,Dallas Mavericks,107,Orlando Magic,98,Box Score,,16974,
Mon Feb 4 2008,9:00p,Charlotte Bobcats,104,Phoenix Suns,118,Box Score,,18422,
Mon Feb 4 2008,10:00p,Denver Nuggets,105,Portland Trail Blazers,103,Box Score,OT,20320,
Mon Feb 4 2008,10:00p,Chicago Bulls,118,Seattle SuperSonics,108,Box Score,,10935,
Mon Feb 4 2008,9:00p,New Orleans Hornets,88,Utah Jazz,110,Box Score,,19911,
Tue Feb 5 2008,7:00p,Boston Celtics,113,Cleveland Cavaliers,114,Box Score,,20562,
Tue Feb 5 2008,7:00p,San Antonio Spurs,116,Indiana Pacers,89,Box Score,,11288,
Tue Feb 5 2008,8:00p,Milwaukee Bucks,102,Memphis Grizzlies,97,Box Score,,10749,
Tue Feb 5 2008,7:30p,Los Angeles Lakers,105,New Jersey Nets,90,Box Score,,19990,
Tue Feb 5 2008,7:00p,Washington Wizards,96,Philadelphia 76ers,101,Box Score,,10974,
Wed Feb 6 2008,7:00p,Los Angeles Lakers,95,Atlanta Hawks,98,Box Score,,19701,
Wed Feb 6 2008,7:30p,Los Angeles Clippers,100,Boston Celtics,111,Box Score,,18624,
Wed Feb 6 2008,8:30p,Milwaukee Bucks,96,Dallas Mavericks,107,Box Score,,20079,
Wed Feb 6 2008,9:00p,Utah Jazz,118,Denver Nuggets,115,Box Score,OT,16865,
Wed Feb 6 2008,7:30p,Miami Heat,95,Detroit Pistons,100,Box Score,,22076,
Wed Feb 6 2008,7:30p,Indiana Pacers,103,New York Knicks,100,Box Score,,18207,
Wed Feb 6 2008,7:00p,New Jersey Nets,84,Orlando Magic,100,Box Score,,16011,
Wed Feb 6 2008,9:00p,New Orleans Hornets,132,Phoenix Suns,130,Box Score,2OT,18422,
Wed Feb 6 2008,10:00p,Chicago Bulls,97,Portland Trail Blazers,100,Box Score,,20126,
Wed Feb 6 2008,10:00p,Seattle SuperSonics,105,Sacramento Kings,92,Box Score,,13136,
Wed Feb 6 2008,7:00p,San Antonio Spurs,85,Washington Wizards,77,Box Score,,20173,
Thu Feb 7 2008,10:30p,Chicago Bulls,114,Golden State Warriors,108,Box Score,,19596,
Thu Feb 7 2008,8:00p,Cleveland Cavaliers,77,Houston Rockets,92,Box Score,,18402,
Thu Feb 7 2008,7:00p,Miami Heat,84,Philadelphia 76ers,101,Box Score,,14103,
Fri Feb 8 2008,7:30p,Cleveland Cavaliers,100,Atlanta Hawks,95,Box Score,,19335,
Fri Feb 8 2008,7:00p,New Jersey Nets,104,Charlotte Bobcats,90,Box Score,,16319,
Fri Feb 8 2008,8:30p,Memphis Grizzlies,81,Dallas Mavericks,92,Box Score,,20315,
Fri Feb 8 2008,10:30p,Washington Wizards,100,Denver Nuggets,111,Box Score,,17078,
Fri Feb 8 2008,8:00p,Portland Trail Blazers,82,Detroit Pistons,91,Box Score,,22076,
Fri Feb 8 2008,8:00p,Boston Celtics,88,Minnesota Timberwolves,86,Box Score,,19511,
Fri Feb 8 2008,7:30p,San Antonio Spurs,99,New York Knicks,93,Box Score,OT,19763,
Fri Feb 8 2008,7:00p,Los Angeles Lakers,117,Orlando Magic,113,Box Score,,17519,
Fri Feb 8 2008,9:00p,Seattle SuperSonics,99,Phoenix Suns,103,Box Score,,18422,
Fri Feb 8 2008,10:00p,Utah Jazz,104,Sacramento Kings,117,Box Score,,14865,
Fri Feb 8 2008,7:00p,Los Angeles Clippers,102,Toronto Raptors,98,Box Score,,19800,
Sat Feb 9 2008,10:30p,Sacramento Kings,102,Golden State Warriors,105,Box Score,,20018,
Sat Feb 9 2008,8:30p,Atlanta Hawks,89,Houston Rockets,108,Box Score,,18177,
Sat Feb 9 2008,7:00p,Portland Trail Blazers,93,Indiana Pacers,101,Box Score,,14130,
Sat Feb 9 2008,8:30p,New York Knicks,99,Milwaukee Bucks,98,Box Score,,15874,
Sat Feb 9 2008,8:00p,Memphis Grizzlies,99,New Orleans Hornets,112,Box Score,,17231,
Sat Feb 9 2008,7:30p,Los Angeles Clippers,80,Philadelphia 76ers,101,Box Score,,15186,
Sat Feb 9 2008,9:00p,Chicago Bulls,87,Utah Jazz,97,Box Score,,19911,
Sun Feb 10 2008,1:00p,San Antonio Spurs,90,Boston Celtics,98,Box Score,,18624,
Sun Feb 10 2008,7:00p,Denver Nuggets,113,Cleveland Cavaliers,83,Box Score,,20562,
Sun Feb 10 2008,6:00p,Charlotte Bobcats,87,Detroit Pistons,113,Box Score,,22076,
Sun Feb 10 2008,3:30p,Los Angeles Lakers,104,Miami Heat,94,Box Score,,19600,
Sun Feb 10 2008,6:30p,Toronto Raptors,105,Minnesota Timberwolves,82,Box Score,,13785,
Sun Feb 10 2008,6:00p,Dallas Mavericks,82,New Jersey Nets,101,Box Score,,16395,
Sun Feb 10 2008,9:30p,Washington Wizards,107,Phoenix Suns,108,Box Score,,18422,
Mon Feb 11 2008,7:00p,Los Angeles Lakers,106,Charlotte Bobcats,97,Box Score,,19270,
Mon Feb 11 2008,10:30p,Washington Wizards,117,Golden State Warriors,120,Box Score,,19043,
Mon Feb 11 2008,8:30p,Portland Trail Blazers,83,Houston Rockets,95,Box Score,,14710,
Mon Feb 11 2008,8:00p,Los Angeles Clippers,96,Milwaukee Bucks,89,Box Score,,13319,
Mon Feb 11 2008,7:00p,Cleveland Cavaliers,118,Orlando Magic,111,Box Score,,17519,
Mon Feb 11 2008,7:00p,Dallas Mavericks,76,Philadelphia 76ers,84,Box Score,,11728,
Mon Feb 11 2008,7:00p,San Antonio Spurs,93,Toronto Raptors,88,Box Score,,19800,
Tue Feb 12 2008,7:00p,Detroit Pistons,94,Atlanta Hawks,90,Box Score,,18227,
Tue Feb 12 2008,8:30p,New Orleans Hornets,100,Chicago Bulls,86,Box Score,,21739,
Tue Feb 12 2008,7:00p,Boston Celtics,104,Indiana Pacers,97,Box Score,,13603,
Tue Feb 12 2008,8:00p,Sacramento Kings,94,Memphis Grizzlies,107,Box Score,,10161,
Tue Feb 12 2008,7:30p,Denver Nuggets,114,Miami Heat,113,Box Score,OT,19600,
Tue Feb 12 2008,7:30p,Minnesota Timberwolves,88,New Jersey Nets,92,Box Score,,14975,
Wed Feb 13 2008,7:30p,New York Knicks,103,Boston Celtics,111,Box Score,,18624,
Wed Feb 13 2008,7:00p,Atlanta Hawks,98,Charlotte Bobcats,100,Box Score,OT,11213,
Wed Feb 13 2008,7:00p,San Antonio Spurs,112,Cleveland Cavaliers,105,Box Score,,20562,
Wed Feb 13 2008,8:30p,Portland Trail Blazers,76,Dallas Mavericks,96,Box Score,,20159,
Wed Feb 13 2008,7:30p,Indiana Pacers,80,Detroit Pistons,96,Box Score,,22076,
Wed Feb 13 2008,9:00p,Phoenix Suns,118,Golden State Warriors,120,Box Score,,19754,
Wed Feb 13 2008,8:30p,Sacramento Kings,87,Houston Rockets,89,Box Score,,16115,
Wed Feb 13 2008,10:30p,Washington Wizards,91,Los Angeles Clippers,89,Box Score,,17144,
Wed Feb 13 2008,8:00p,New Orleans Hornets,111,Milwaukee Bucks,107,Box Score,,14317,
Wed Feb 13 2008,8:00p,Los Angeles Lakers,117,Minnesota Timberwolves,92,Box Score,,13874,
Wed Feb 13 2008,7:00p,Denver Nuggets,98,Orlando Magic,109,Box Score,,17519,
Wed Feb 13 2008,7:00p,Memphis Grizzlies,88,Philadelphia 76ers,102,Box Score,,12026,
Wed Feb 13 2008,10:00p,Utah Jazz,112,Seattle SuperSonics,93,Box Score,,10618,
Wed Feb 13 2008,7:00p,New Jersey Nets,91,Toronto Raptors,109,Box Score,,19800,
Thu Feb 14 2008,8:00p,Miami Heat,92,Chicago Bulls,99,Box Score,,21792,
Thu Feb 14 2008,10:30p,Dallas Mavericks,97,Phoenix Suns,109,Box Score,,18422,
Tue Feb 19 2008,7:00p,Houston Rockets,93,Cleveland Cavaliers,85,Box Score,,20562,
Tue Feb 19 2008,9:00p,Boston Celtics,118,Denver Nuggets,124,Box Score,,19894,
Tue Feb 19 2008,7:30p,Orlando Magic,103,Detroit Pistons,85,Box Score,,22076,
Tue Feb 19 2008,10:30p,Atlanta Hawks,93,Los Angeles Lakers,122,Box Score,,18997,
Tue Feb 19 2008,8:00p,Philadelphia 76ers,88,Minnesota Timberwolves,104,Box Score,,12981,
Tue Feb 19 2008,10:00p,Sacramento Kings,105,Portland Trail Blazers,94,Box Score,,19980,
Tue Feb 19 2008,8:30p,Charlotte Bobcats,65,San Antonio Spurs,85,Box Score,,18383,
Tue Feb 19 2008,10:00p,Memphis Grizzlies,101,Seattle SuperSonics,108,Box Score,,11391,
Tue Feb 19 2008,9:00p,Golden State Warriors,109,Utah Jazz,119,Box Score,,19911,
Tue Feb 19 2008,7:00p,New York Knicks,113,Washington Wizards,100,Box Score,OT,15102,
Wed Feb 20 2008,10:30p,Boston Celtics,117,Golden State Warriors,119,Box Score,,20711,
Wed Feb 20 2008,7:00p,Cleveland Cavaliers,106,Indiana Pacers,97,Box Score,,13096,
Wed Feb 20 2008,10:30p,Memphis Grizzlies,86,Los Angeles Clippers,100,Box Score,,16117,
Wed Feb 20 2008,8:00p,Detroit Pistons,98,Milwaukee Bucks,103,Box Score,,14211,
Wed Feb 20 2008,7:30p,Chicago Bulls,102,New Jersey Nets,110,Box Score,OT,15150,
Wed Feb 20 2008,8:00p,Dallas Mavericks,93,New Orleans Hornets,104,Box Score,,15941,
Wed Feb 20 2008,7:00p,New York Knicks,84,Philadelphia 76ers,124,Box Score,,12881,
Wed Feb 20 2008,9:00p,Los Angeles Lakers,130,Phoenix Suns,124,Box Score,,18422,
Wed Feb 20 2008,10:00p,Atlanta Hawks,107,Sacramento Kings,119,Box Score,,13641,
Wed Feb 20 2008,7:00p,Orlando Magic,110,Toronto Raptors,127,Box Score,,19800,
Thu Feb 21 2008,8:00p,Miami Heat,100,Houston Rockets,112,Box Score,,15994,
Thu Feb 21 2008,8:00p,San Antonio Spurs,100,Minnesota Timberwolves,99,Box Score,,13920,
Thu Feb 21 2008,10:30p,Seattle SuperSonics,88,Portland Trail Blazers,92,Box Score,,20168,
Fri Feb 22 2008,7:00p,Sacramento Kings,116,Charlotte Bobcats,115,Box Score,OT,16842,
Fri Feb 22 2008,8:00p,Denver Nuggets,121,Chicago Bulls,135,Box Score,,21848,
Fri Feb 22 2008,8:00p,Washington Wizards,89,Cleveland Cavaliers,90,Box Score,,20562,
Fri Feb 22 2008,8:00p,Milwaukee Bucks,100,Detroit Pistons,127,Box Score,,22076,
Fri Feb 22 2008,10:30p,Atlanta Hawks,117,Golden State Warriors,110,Box Score,,19596,
Fri Feb 22 2008,7:00p,New Jersey Nets,103,Indiana Pacers,113,Box Score,,11930,
Fri Feb 22 2008,10:30p,Utah Jazz,104,Los Angeles Clippers,114,Box Score,,19060,
Fri Feb 22 2008,8:00p,Dallas Mavericks,98,Memphis Grizzlies,83,Box Score,,16245,
Fri Feb 22 2008,8:00p,Houston Rockets,100,New Orleans Hornets,80,Box Score,,17714,
Fri Feb 22 2008,7:30p,Toronto Raptors,99,New York Knicks,103,Box Score,,19763,
Fri Feb 22 2008,7:00p,Philadelphia 76ers,99,Orlando Magic,115,Box Score,,17519,
Fri Feb 22 2008,10:30p,Boston Celtics,77,Phoenix Suns,85,Box Score,,18422,
Fri Feb 22 2008,10:30p,Portland Trail Blazers,87,Seattle SuperSonics,99,Box Score,,16640,
Sat Feb 23 2008,10:30p,Los Angeles Lakers,113,Los Angeles Clippers,95,Box Score,,20236,
Sat Feb 23 2008,7:30p,Philadelphia 76ers,101,Miami Heat,96,Box Score,OT,19600,
Sat Feb 23 2008,8:30p,Denver Nuggets,109,Milwaukee Bucks,115,Box Score,,16674,
Sat Feb 23 2008,7:30p,Indiana Pacers,91,New Jersey Nets,102,Box Score,,17252,
Sat Feb 23 2008,8:30p,New Orleans Hornets,89,San Antonio Spurs,98,Box Score,,18797,
Sat Feb 23 2008,9:00p,Atlanta Hawks,94,Utah Jazz,100,Box Score,,19911,
Sat Feb 23 2008,7:00p,Charlotte Bobcats,95,Washington Wizards,110,Box Score,,20173,
Sun Feb 24 2008,6:00p,Memphis Grizzlies,89,Cleveland Cavaliers,109,Box Score,,20562,
Sun Feb 24 2008,8:00p,Chicago Bulls,97,Houston Rockets,110,Box Score,,18275,
Sun Feb 24 2008,6:30p,Dallas Mavericks,99,Minnesota Timberwolves,83,Box Score,,19429,
Sun Feb 24 2008,6:00p,Sacramento Kings,93,Orlando Magic,112,Box Score,,17519,
Sun Feb 24 2008,2:30p,Detroit Pistons,116,Phoenix Suns,86,Box Score,,18422,
Sun Feb 24 2008,6:00p,Boston Celtics,112,Portland Trail Blazers,102,Box Score,,20554,
Sun Feb 24 2008,9:00p,Los Angeles Lakers,111,Seattle SuperSonics,91,Box Score,,17072,
Sun Feb 24 2008,6:00p,New York Knicks,92,Toronto Raptors,115,Box Score,,19800,
