Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Apr 21 1999,Golden State Warriors,94,Sacramento Kings,103,Box Score,,17087,
Wed Apr 21 1999,Minnesota Timberwolves,105,Seattle SuperSonics,119,Box Score,,17072,
Wed Apr 21 1999,Los Angeles Clippers,94,Vancouver Grizzlies,97,Box Score,,15885,
Wed Apr 21 1999,Toronto Raptors,107,Washington Wizards,91,Box Score,,12214,
Thu Apr 22 1999,Boston Celtics,94,Atlanta Hawks,106,Box Score,,8298,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Thu Apr 22 1999,Philadelphia 76ers,104,Detroit Pistons,96,Box Score,,18652,
Thu Apr 22 1999,Miami Heat,75,Orlando Magic,70,Box Score,,17248,
Thu Apr 22 1999,Dallas Mavericks,76,San Antonio Spurs,103,Box Score,,18720,
Fri Apr 23 1999,Boston Celtics,100,Chicago Bulls,71,Box Score,,22969,
Fri Apr 23 1999,Golden State Warriors,84,Denver Nuggets,96,Box Score,,11317,
Fri Apr 23 1999,Houston Rockets,101,Los Angeles Clippers,106,Box Score,OT,13855,
Fri Apr 23 1999,Cleveland Cavaliers,75,Milwaukee Bucks,79,Box Score,,17742,
Fri Apr 23 1999,Charlotte Hornets,105,New York Knicks,110,Box Score,,19763,
Fri Apr 23 1999,Toronto Raptors,95,Orlando Magic,88,Box Score,,17248,
Fri Apr 23 1999,Minnesota Timberwolves,97,Sacramento Kings,105,Box Score,,17317,
Fri Apr 23 1999,Portland Trail Blazers,85,Utah Jazz,96,Box Score,,19911,
Fri Apr 23 1999,Seattle SuperSonics,97,Vancouver Grizzlies,84,Box Score,,19193,
Fri Apr 23 1999,Atlanta Hawks,89,Washington Wizards,78,Box Score,,16941,
Sat Apr 24 1999,New Jersey Nets,82,Charlotte Hornets,97,Box Score,,20855,
Sat Apr 24 1999,Denver Nuggets,74,Golden State Warriors,93,Box Score,,15127,
Sat Apr 24 1999,Chicago Bulls,69,Indiana Pacers,87,Box Score,,16753,
Sat Apr 24 1999,Vancouver Grizzlies,96,Los Angeles Clippers,105,Box Score,,13493,
Sat Apr 24 1999,Dallas Mavericks,102,Sacramento Kings,105,Box Score,,17317,
Sat Apr 24 1999,Los Angeles Lakers,81,San Antonio Spurs,108,Box Score,,31972,
Sun Apr 25 1999,Milwaukee Bucks,70,Atlanta Hawks,85,Box Score,,8796,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Sun Apr 25 1999,Washington Wizards,84,Boston Celtics,113,Box Score,,17211,
Sun Apr 25 1999,New York Knicks,82,Miami Heat,80,Box Score,,15200,
Sun Apr 25 1999,Indiana Pacers,98,New Jersey Nets,120,Box Score,,15050,
Sun Apr 25 1999,Orlando Magic,86,Philadelphia 76ers,103,Box Score,,20522,
Sun Apr 25 1999,Houston Rockets,71,Phoenix Suns,95,Box Score,,19023,
Sun Apr 25 1999,Minnesota Timberwolves,84,Portland Trail Blazers,100,Box Score,,20437,
Sun Apr 25 1999,Detroit Pistons,91,Toronto Raptors,83,Box Score,,19800,
Sun Apr 25 1999,Seattle SuperSonics,81,Utah Jazz,98,Box Score,,19352,
Mon Apr 26 1999,New York Knicks,91,Charlotte Hornets,84,Box Score,,19782,
Mon Apr 26 1999,Miami Heat,90,Cleveland Cavaliers,65,Box Score,,13857,
Mon Apr 26 1999,Chicago Bulls,93,Dallas Mavericks,101,Box Score,,13011,
Mon Apr 26 1999,Sacramento Kings,89,Golden State Warriors,114,Box Score,,16111,
Mon Apr 26 1999,Los Angeles Lakers,80,Houston Rockets,102,Box Score,,16285,
Mon Apr 26 1999,San Antonio Spurs,94,Los Angeles Clippers,88,Box Score,,8260,
Mon Apr 26 1999,Washington Wizards,91,Milwaukee Bucks,99,Box Score,,13201,
Mon Apr 26 1999,Denver Nuggets,77,Portland Trail Blazers,93,Box Score,,19476,
Mon Apr 26 1999,Phoenix Suns,99,Utah Jazz,85,Box Score,,19911,
Tue Apr 27 1999,Detroit Pistons,92,Boston Celtics,85,Box Score,,16408,
Tue Apr 27 1999,Vancouver Grizzlies,75,Dallas Mavericks,84,Box Score,,12650,
Tue Apr 27 1999,Orlando Magic,88,Indiana Pacers,87,Box Score,,16579,
Tue Apr 27 1999,Miami Heat,95,New Jersey Nets,76,Box Score,,15883,
Tue Apr 27 1999,Cleveland Cavaliers,71,Philadelphia 76ers,80,Box Score,,17822,
Tue Apr 27 1999,San Antonio Spurs,100,Sacramento Kings,104,Box Score,OT,16776,
Tue Apr 27 1999,Utah Jazz,85,Seattle SuperSonics,90,Box Score,,17072,
Tue Apr 27 1999,Charlotte Hornets,108,Toronto Raptors,98,Box Score,,19800,
Wed Apr 28 1999,New York Knicks,73,Atlanta Hawks,76,Box Score,,13474,
Wed Apr 28 1999,New Jersey Nets,93,Detroit Pistons,101,Box Score,,17795,
Wed Apr 28 1999,Toronto Raptors,102,Milwaukee Bucks,115,Box Score,,15463,
Wed Apr 28 1999,Phoenix Suns,92,Minnesota Timberwolves,97,Box Score,,16771,
Wed Apr 28 1999,Washington Wizards,86,Orlando Magic,93,Box Score,,15151,
Wed Apr 28 1999,Seattle SuperSonics,84,Portland Trail Blazers,119,Box Score,,20311,
Thu Apr 29 1999,Phoenix Suns,98,Denver Nuggets,87,Box Score,,13129,
Thu Apr 29 1999,Dallas Mavericks,91,Houston Rockets,81,Box Score,,16285,
Thu Apr 29 1999,Charlotte Hornets,110,Indiana Pacers,115,Box Score,OT,16228,
Thu Apr 29 1999,Portland Trail Blazers,89,Los Angeles Lakers,108,Box Score,,17505,
Thu Apr 29 1999,Boston Celtics,107,Miami Heat,96,Box Score,,15200,
Thu Apr 29 1999,Philadelphia 76ers,70,New York Knicks,85,Box Score,,19763,
Thu Apr 29 1999,Los Angeles Clippers,81,Sacramento Kings,103,Box Score,,16938,
Thu Apr 29 1999,Golden State Warriors,85,Utah Jazz,96,Box Score,,19911,
Thu Apr 29 1999,San Antonio Spurs,99,Vancouver Grizzlies,72,Box Score,,18448,
Thu Apr 29 1999,Cleveland Cavaliers,86,Washington Wizards,97,Box Score,,12751,
Fri Apr 30 1999,Indiana Pacers,92,Atlanta Hawks,90,Box Score,OT,24003,
Fri Apr 30 1999,Chicago Bulls,88,Charlotte Hornets,92,Box Score,,20536,
Fri Apr 30 1999,Toronto Raptors,83,Cleveland Cavaliers,91,Box Score,,13958,
Fri Apr 30 1999,Utah Jazz,91,Houston Rockets,78,Box Score,,16285,
Fri Apr 30 1999,Detroit Pistons,81,Milwaukee Bucks,76,Box Score,,18717,
Fri Apr 30 1999,Golden State Warriors,85,Minnesota Timberwolves,90,Box Score,,18157,
Fri Apr 30 1999,New Jersey Nets,95,Orlando Magic,107,Box Score,,16589,
Fri Apr 30 1999,Denver Nuggets,101,Seattle SuperSonics,111,Box Score,,17072,
Sat May 1 1999,Milwaukee Bucks,88,Boston Celtics,79,Box Score,,18089,
Sat May 1 1999,Golden State Warriors,94,Dallas Mavericks,105,Box Score,,15669,
Sat May 1 1999,Chicago Bulls,101,Miami Heat,86,Box Score,,15200,
Sat May 1 1999,Los Angeles Clippers,93,Minnesota Timberwolves,103,Box Score,,17203,
Sat May 1 1999,Washington Wizards,91,New Jersey Nets,102,Box Score,,16278,
Sat May 1 1999,Toronto Raptors,96,Philadelphia 76ers,103,Box Score,,20550,
Sat May 1 1999,Vancouver Grizzlies,77,Phoenix Suns,107,Box Score,,19023,
Sat May 1 1999,Portland Trail Blazers,90,San Antonio Spurs,98,Box Score,OT,28806,
Sun May 2 1999,Atlanta Hawks,76,Cleveland Cavaliers,65,Box Score,,12690,
Sun May 2 1999,Portland Trail Blazers,110,Denver Nuggets,102,Box Score,,13920,
Sun May 2 1999,Philadelphia 76ers,96,Detroit Pistons,100,Box Score,,22076,
Sun May 2 1999,Los Angeles Clippers,84,Houston Rockets,110,Box Score,,16285,
Sun May 2 1999,New York Knicks,71,Indiana Pacers,94,Box Score,,16730,
Sun May 2 1999,Charlotte Hornets,93,Miami Heat,100,Box Score,,15200,
Sun May 2 1999,Phoenix Suns,100,Sacramento Kings,111,Box Score,,17317,
Sun May 2 1999,Utah Jazz,78,San Antonio Spurs,84,Box Score,,35122,
Sun May 2 1999,Los Angeles Lakers,91,Seattle SuperSonics,84,Box Score,,17072,
Mon May 3 1999,Detroit Pistons,115,Chicago Bulls,71,Box Score,,22306,
Mon May 3 1999,Sacramento Kings,112,Denver Nuggets,104,Box Score,,14653,
Mon May 3 1999,Dallas Mavericks,102,Los Angeles Lakers,115,Box Score,,17505,
Mon May 3 1999,Boston Celtics,88,New York Knicks,95,Box Score,,19763,
Mon May 3 1999,Golden State Warriors,91,Vancouver Grizzlies,83,Box Score,,17990,
Mon May 3 1999,New Jersey Nets,102,Washington Wizards,113,Box Score,,14206,
Tue May 4 1999,Philadelphia 76ers,110,Charlotte Hornets,117,Box Score,OT,20125,
Tue May 4 1999,Minnesota Timberwolves,83,Houston Rockets,100,Box Score,,16285,
Tue May 4 1999,Cleveland Cavaliers,78,Indiana Pacers,100,Box Score,,16219,
Tue May 4 1999,Atlanta Hawks,79,Miami Heat,93,Box Score,,15200,
Tue May 4 1999,Toronto Raptors,86,Milwaukee Bucks,99,Box Score,,13859,
Tue May 4 1999,San Antonio Spurs,87,Portland Trail Blazers,81,Box Score,,20715,
Tue May 4 1999,Dallas Mavericks,100,Seattle SuperSonics,110,Box Score,,17072,
Tue May 4 1999,Los Angeles Clippers,82,Utah Jazz,99,Box Score,,19911,
Wed May 5 1999,Washington Wizards,92,Atlanta Hawks,100,Box Score,,16899,
Wed May 5 1999,Charlotte Hornets,133,Boston Celtics,129,Box Score,2OT,16635,
Wed May 5 1999,Orlando Magic,103,Chicago Bulls,83,Box Score,,22567,
Wed May 5 1999,Houston Rockets,95,Denver Nuggets,88,Box Score,,17171,
Wed May 5 1999,San Antonio Spurs,88,Golden State Warriors,81,Box Score,,17235,
Wed May 5 1999,Seattle SuperSonics,107,Los Angeles Clippers,105,Box Score,,15372,
Wed May 5 1999,Portland Trail Blazers,91,Los Angeles Lakers,119,Box Score,,17505,
Wed May 5 1999,Milwaukee Bucks,107,New Jersey Nets,115,Box Score,,15764,
Wed May 5 1999,Miami Heat,88,New York Knicks,101,Box Score,,19763,
Wed May 5 1999,Detroit Pistons,100,Philadelphia 76ers,105,Box Score,OT,20192,
Wed May 5 1999,Minnesota Timberwolves,96,Phoenix Suns,100,Box Score,,18773,
Wed May 5 1999,Vancouver Grizzlies,95,Sacramento Kings,99,Box Score,,17317,
Wed May 5 1999,Cleveland Cavaliers,87,Toronto Raptors,96,Box Score,,19800,
Sat May 8 1999,Detroit Pistons,70,Atlanta Hawks,90,Box Score,,20884,
Sat May 8 1999,New York Knicks,95,Miami Heat,75,Box Score,,15036,
Sat May 8 1999,Phoenix Suns,85,Portland Trail Blazers,95,Box Score,,20040,
Sat May 8 1999,Sacramento Kings,87,Utah Jazz,117,Box Score,,19911,
Sun May 9 1999,Milwaukee Bucks,88,Indiana Pacers,110,Box Score,,16560,
Sun May 9 1999,Houston Rockets,100,Los Angeles Lakers,101,Box Score,,17505,
Sun May 9 1999,Philadelphia 76ers,104,Orlando Magic,90,Box Score,,15267,
Sun May 9 1999,Minnesota Timberwolves,86,San Antonio Spurs,99,Box Score,,22356,
Mon May 10 1999,Detroit Pistons,69,Atlanta Hawks,89,Box Score,,16377,
Mon May 10 1999,New York Knicks,73,Miami Heat,83,Box Score,,15200,
Mon May 10 1999,Phoenix Suns,99,Portland Trail Blazers,110,Box Score,,20588,
Mon May 10 1999,Sacramento Kings,101,Utah Jazz,90,Box Score,,19911,
Tue May 11 1999,Milwaukee Bucks,107,Indiana Pacers,108,Box Score,OT,16608,
Tue May 11 1999,Houston Rockets,98,Los Angeles Lakers,110,Box Score,,17505,
Tue May 11 1999,Philadelphia 76ers,68,Orlando Magic,79,Box Score,,16345,
Tue May 11 1999,Minnesota Timberwolves,80,San Antonio Spurs,71,Box Score,,22494,
Wed May 12 1999,Atlanta Hawks,63,Detroit Pistons,79,Box Score,,14812,
Wed May 12 1999,Miami Heat,73,New York Knicks,97,Box Score,,19763,
Wed May 12 1999,Portland Trail Blazers,103,Phoenix Suns,93,Box Score,,17306,
Wed May 12 1999,Utah Jazz,81,Sacramento Kings,84,Box Score,OT,17317,
Thu May 13 1999,Los Angeles Lakers,88,Houston Rockets,102,Box Score,,16285,
Thu May 13 1999,Indiana Pacers,99,Milwaukee Bucks,91,Box Score,,18717,
Thu May 13 1999,San Antonio Spurs,85,Minnesota Timberwolves,71,Box Score,,17444,
Thu May 13 1999,Orlando Magic,85,Philadelphia 76ers,97,Box Score,,20874,
Fri May 14 1999,Atlanta Hawks,82,Detroit Pistons,103,Box Score,,16216,
Fri May 14 1999,Miami Heat,87,New York Knicks,72,Box Score,,19763,
Fri May 14 1999,Utah Jazz,90,Sacramento Kings,89,Box Score,,17317,
Sat May 15 1999,Los Angeles Lakers,98,Houston Rockets,88,Box Score,,16285,
Sat May 15 1999,San Antonio Spurs,92,Minnesota Timberwolves,85,Box Score,,15898,
Sat May 15 1999,Orlando Magic,91,Philadelphia 76ers,101,Box Score,,20550,
Sun May 16 1999,Detroit Pistons,75,Atlanta Hawks,87,Box Score,,8460,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Sun May 16 1999,New York Knicks,78,Miami Heat,77,Box Score,,14985,
Sun May 16 1999,Sacramento Kings,92,Utah Jazz,99,Box Score,OT,19911,
Mon May 17 1999,Philadelphia 76ers,90,Indiana Pacers,94,Box Score,,16723,
Mon May 17 1999,Los Angeles Lakers,81,San Antonio Spurs,87,Box Score,,25297,
Tue May 18 1999,New York Knicks,100,Atlanta Hawks,92,Box Score,,18513,
Tue May 18 1999,Portland Trail Blazers,83,Utah Jazz,93,Box Score,,19911,
Wed May 19 1999,Philadelphia 76ers,82,Indiana Pacers,85,Box Score,,16795,
Wed May 19 1999,Los Angeles Lakers,76,San Antonio Spurs,79,Box Score,,33293,
Thu May 20 1999,New York Knicks,77,Atlanta Hawks,70,Box Score,,22558,
Thu May 20 1999,Portland Trail Blazers,84,Utah Jazz,81,Box Score,,19911,
Fri May 21 1999,Indiana Pacers,97,Philadelphia 76ers,86,Box Score,,20930,
Sat May 22 1999,San Antonio Spurs,103,Los Angeles Lakers,91,Box Score,,17505,
Sat May 22 1999,Utah Jazz,87,Portland Trail Blazers,97,Box Score,,20720,
Sun May 23 1999,San Antonio Spurs,118,Los Angeles Lakers,107,Box Score,,17505,
Sun May 23 1999,Atlanta Hawks,78,New York Knicks,90,Box Score,,19763,
Sun May 23 1999,Indiana Pacers,89,Philadelphia 76ers,86,Box Score,,20844,
Sun May 23 1999,Utah Jazz,75,Portland Trail Blazers,81,Box Score,,20720,
Mon May 24 1999,Atlanta Hawks,66,New York Knicks,79,Box Score,,19763,
Tue May 25 1999,Portland Trail Blazers,71,Utah Jazz,88,Box Score,,19911,
Thu May 27 1999,Utah Jazz,80,Portland Trail Blazers,92,Box Score,,20727,
Sat May 29 1999,Portland Trail Blazers,76,San Antonio Spurs,80,Box Score,,35165,
Sun May 30 1999,New York Knicks,93,Indiana Pacers,90,Box Score,,16575,
Mon May 31 1999,Portland Trail Blazers,85,San Antonio Spurs,86,Box Score,,35260,
Tue Jun 1 1999,New York Knicks,86,Indiana Pacers,88,Box Score,,16586,
Fri Jun 4 1999,San Antonio Spurs,85,Portland Trail Blazers,63,Box Score,,20732,
Sat Jun 5 1999,Indiana Pacers,91,New York Knicks,92,Box Score,,19763,
Sun Jun 6 1999,San Antonio Spurs,94,Portland Trail Blazers,80,Box Score,,20735,
Mon Jun 7 1999,Indiana Pacers,90,New York Knicks,78,Box Score,,19763,
Wed Jun 9 1999,New York Knicks,101,Indiana Pacers,94,Box Score,,16541,
Fri Jun 11 1999,Indiana Pacers,82,New York Knicks,90,Box Score,,19763,
Wed Jun 16 1999,New York Knicks,77,San Antonio Spurs,89,Box Score,,39514,
Fri Jun 18 1999,New York Knicks,67,San Antonio Spurs,80,Box Score,,39554,
Mon Jun 21 1999,San Antonio Spurs,81,New York Knicks,89,Box Score,,19763,
Wed Jun 23 1999,San Antonio Spurs,96,New York Knicks,89,Box Score,,19763,
Fri Jun 25 1999,San Antonio Spurs,78,New York Knicks,77,Box Score,,19763,
