Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Dec 12 1997,Atlanta Hawks,83,Los Angeles Clippers,74,Box Score,,6227,
Fri Dec 12 1997,Houston Rockets,102,Los Angeles Lakers,119,Box Score,,17505,
Fri Dec 12 1997,Denver Nuggets,91,Philadelphia 76ers,106,Box Score,,12540,
Fri Dec 12 1997,Portland Trail Blazers,98,Seattle SuperSonics,111,Box Score,,17072,
Fri Dec 12 1997,Dallas Mavericks,66,Utah Jazz,68,Box Score,,19911,
Fri Dec 12 1997,Golden State Warriors,88,Vancouver Grizzlies,95,Box Score,,14810,
Sat Dec 13 1997,Toronto Raptors,70,Chicago Bulls,97,Box Score,,23867,
Sat Dec 13 1997,Charlotte Hornets,85,Cleveland Cavaliers,84,Box Score,,18361,
Sat Dec 13 1997,Boston Celtics,77,Detroit Pistons,93,Box Score,,22076,
Sat Dec 13 1997,Sacramento Kings,91,Golden State Warriors,95,Box Score,OT,10087,
Sat Dec 13 1997,Washington Wizards,92,Indiana Pacers,109,Box Score,,15269,
Sat Dec 13 1997,Miami Heat,87,Milwaukee Bucks,84,Box Score,,15803,
Sat Dec 13 1997,Phoenix Suns,101,Minnesota Timberwolves,112,Box Score,,18899,
Sat Dec 13 1997,Denver Nuggets,95,New Jersey Nets,133,Box Score,,15248,
Sat Dec 13 1997,Philadelphia 76ers,83,New York Knicks,95,Box Score,,19763,
Sat Dec 13 1997,Orlando Magic,78,San Antonio Spurs,107,Box Score,,17859,
Sun Dec 14 1997,Dallas Mavericks,89,Los Angeles Lakers,119,Box Score,,15893,
Sun Dec 14 1997,Atlanta Hawks,93,Sacramento Kings,89,Box Score,,13380,
Sun Dec 14 1997,Los Angeles Clippers,101,Seattle SuperSonics,107,Box Score,,17072,
Sun Dec 14 1997,Houston Rockets,105,Vancouver Grizzlies,110,Box Score,,14411,
Mon Dec 15 1997,Philadelphia 76ers,83,Boston Celtics,100,Box Score,,17411,
Mon Dec 15 1997,Phoenix Suns,104,Chicago Bulls,111,Box Score,,23888,
Mon Dec 15 1997,Atlanta Hawks,99,Portland Trail Blazers,90,Box Score,,19952,
Mon Dec 15 1997,Indiana Pacers,108,Toronto Raptors,101,Box Score,,14562,
Mon Dec 15 1997,Utah Jazz,86,Washington Wizards,88,Box Score,,18756,
Tue Dec 16 1997,Phoenix Suns,90,Cleveland Cavaliers,103,Box Score,,13511,
Tue Dec 16 1997,San Antonio Spurs,99,Denver Nuggets,85,Box Score,,10916,
Tue Dec 16 1997,Dallas Mavericks,92,Golden State Warriors,103,Box Score,,8225,
Tue Dec 16 1997,Vancouver Grizzlies,91,Houston Rockets,118,Box Score,,16285,
Tue Dec 16 1997,Seattle SuperSonics,109,Los Angeles Clippers,94,Box Score,,6272,
Tue Dec 16 1997,Utah Jazz,103,Miami Heat,95,Box Score,,15200,
Tue Dec 16 1997,Los Angeles Lakers,109,Minnesota Timberwolves,96,Box Score,,16874,
Tue Dec 16 1997,Detroit Pistons,78,New York Knicks,83,Box Score,,19763,
Tue Dec 16 1997,Portland Trail Blazers,87,Sacramento Kings,94,Box Score,,13039,
Wed Dec 17 1997,Cleveland Cavaliers,83,Atlanta Hawks,94,Box Score,,16956,
Wed Dec 17 1997,Milwaukee Bucks,90,Charlotte Hornets,99,Box Score,,20691,
Wed Dec 17 1997,Los Angeles Lakers,83,Chicago Bulls,104,Box Score,,24119,
Wed Dec 17 1997,New York Knicks,80,Indiana Pacers,87,Box Score,,15745,
Wed Dec 17 1997,Detroit Pistons,101,New Jersey Nets,105,Box Score,,16028,
Wed Dec 17 1997,Minnesota Timberwolves,94,Philadelphia 76ers,90,Box Score,,11945,
Wed Dec 17 1997,Vancouver Grizzlies,87,San Antonio Spurs,98,Box Score,,13576,
Wed Dec 17 1997,Boston Celtics,88,Toronto Raptors,83,Box Score,,14771,
Wed Dec 17 1997,Miami Heat,74,Washington Wizards,88,Box Score,,19411,
Thu Dec 18 1997,Phoenix Suns,89,Dallas Mavericks,75,Box Score,,11427,
Thu Dec 18 1997,Golden State Warriors,78,Los Angeles Clippers,82,Box Score,,11380,at Anaheim CA
Thu Dec 18 1997,Utah Jazz,85,Orlando Magic,73,Box Score,,17258,
Thu Dec 18 1997,Denver Nuggets,106,Seattle SuperSonics,119,Box Score,,17072,
Fri Dec 19 1997,Los Angeles Lakers,98,Atlanta Hawks,96,Box Score,,25288,
Fri Dec 19 1997,New York Knicks,104,Cleveland Cavaliers,77,Box Score,,18243,
Fri Dec 19 1997,Sacramento Kings,98,Houston Rockets,116,Box Score,,16285,
Fri Dec 19 1997,Detroit Pistons,90,Indiana Pacers,98,Box Score,,14743,
Fri Dec 19 1997,Miami Heat,91,Philadelphia 76ers,84,Box Score,,15489,
Fri Dec 19 1997,Vancouver Grizzlies,91,Portland Trail Blazers,96,Box Score,,19863,
Fri Dec 19 1997,Milwaukee Bucks,91,Toronto Raptors,92,Box Score,,15076,
Fri Dec 19 1997,Charlotte Hornets,86,Washington Wizards,106,Box Score,,19107,
Sat Dec 20 1997,Los Angeles Lakers,109,Charlotte Hornets,100,Box Score,,24042,
Sat Dec 20 1997,Sacramento Kings,89,Dallas Mavericks,88,Box Score,,12888,
Sat Dec 20 1997,Phoenix Suns,102,Denver Nuggets,81,Box Score,,12120,
Sat Dec 20 1997,Philadelphia 76ers,78,Detroit Pistons,115,Box Score,,22076,
Sat Dec 20 1997,Atlanta Hawks,92,Miami Heat,99,Box Score,,15200,
Sat Dec 20 1997,New York Knicks,78,Milwaukee Bucks,98,Box Score,,15955,
Sat Dec 20 1997,Los Angeles Clippers,91,Minnesota Timberwolves,92,Box Score,,18135,
Sat Dec 20 1997,Chicago Bulls,100,New Jersey Nets,92,Box Score,,20049,
Sat Dec 20 1997,Indiana Pacers,95,Orlando Magic,92,Box Score,,17248,
Sat Dec 20 1997,Houston Rockets,87,San Antonio Spurs,100,Box Score,,31282,
Sat Dec 20 1997,Golden State Warriors,89,Seattle SuperSonics,108,Box Score,,17072,
Sat Dec 20 1997,Washington Wizards,94,Toronto Raptors,92,Box Score,,15434,
Sun Dec 21 1997,Los Angeles Clippers,77,Boston Celtics,99,Box Score,,17047,
Sun Dec 21 1997,Utah Jazz,101,Cleveland Cavaliers,106,Box Score,,19178,
Sun Dec 21 1997,Portland Trail Blazers,86,Vancouver Grizzlies,88,Box Score,,15174,
Mon Dec 22 1997,Utah Jazz,101,Atlanta Hawks,99,Box Score,,28371,
Mon Dec 22 1997,Toronto Raptors,79,Charlotte Hornets,81,Box Score,,23449,
Mon Dec 22 1997,Los Angeles Lakers,94,Houston Rockets,83,Box Score,,16285,
Mon Dec 22 1997,Washington Wizards,110,Milwaukee Bucks,79,Box Score,,14442,
Mon Dec 22 1997,Dallas Mavericks,67,New York Knicks,79,Box Score,,19763,
Mon Dec 22 1997,New Jersey Nets,99,Orlando Magic,88,Box Score,,16959,
Mon Dec 22 1997,Detroit Pistons,96,Philadelphia 76ers,92,Box Score,,16798,
Mon Dec 22 1997,Golden State Warriors,76,Phoenix Suns,91,Box Score,,19023,
Mon Dec 22 1997,Minnesota Timberwolves,79,Sacramento Kings,89,Box Score,,14612,
Tue Dec 23 1997,Charlotte Hornets,96,Boston Celtics,102,Box Score,,17781,
Tue Dec 23 1997,Los Angeles Clippers,89,Chicago Bulls,94,Box Score,,23904,
Tue Dec 23 1997,Dallas Mavericks,85,Cleveland Cavaliers,99,Box Score,,14309,
Tue Dec 23 1997,Denver Nuggets,75,Golden State Warriors,87,Box Score,,10574,
Tue Dec 23 1997,Sacramento Kings,82,Portland Trail Blazers,93,Box Score,,19131,
Tue Dec 23 1997,Indiana Pacers,79,San Antonio Spurs,91,Box Score,,15690,
Tue Dec 23 1997,Minnesota Timberwolves,112,Seattle SuperSonics,103,Box Score,,17072,
Thu Dec 25 1997,Miami Heat,80,Chicago Bulls,90,Box Score,,24182,
Thu Dec 25 1997,Houston Rockets,103,Utah Jazz,107,Box Score,,19911,
Fri Dec 26 1997,Cleveland Cavaliers,88,Charlotte Hornets,96,Box Score,,24042,
Fri Dec 26 1997,Washington Wizards,97,Dallas Mavericks,95,Box Score,,12201,
Fri Dec 26 1997,Golden State Warriors,81,Denver Nuggets,69,Box Score,,11926,
Fri Dec 26 1997,Miami Heat,88,Detroit Pistons,74,Box Score,,22076,
Fri Dec 26 1997,Orlando Magic,81,Indiana Pacers,107,Box Score,,16726,
Fri Dec 26 1997,Los Angeles Clippers,114,Los Angeles Lakers,118,Box Score,OT,17505,
Fri Dec 26 1997,Atlanta Hawks,94,Milwaukee Bucks,99,Box Score,OT,17038,
Fri Dec 26 1997,New Jersey Nets,96,Minnesota Timberwolves,116,Box Score,,17947,
Fri Dec 26 1997,Seattle SuperSonics,111,Sacramento Kings,95,Box Score,,16161,
Fri Dec 26 1997,Boston Celtics,86,San Antonio Spurs,101,Box Score,,20189,
Fri Dec 26 1997,Phoenix Suns,118,Vancouver Grizzlies,100,Box Score,,17023,
Sat Dec 27 1997,Atlanta Hawks,90,Chicago Bulls,97,Box Score,,24131,
Sat Dec 27 1997,Philadelphia 76ers,85,Golden State Warriors,78,Box Score,,12757,
Sat Dec 27 1997,Washington Wizards,101,Houston Rockets,111,Box Score,,16285,
Sat Dec 27 1997,Denver Nuggets,103,Los Angeles Clippers,105,Box Score,,5284,
Sat Dec 27 1997,Milwaukee Bucks,104,New Jersey Nets,112,Box Score,2OT,16351,
Sat Dec 27 1997,Toronto Raptors,97,New York Knicks,94,Box Score,,19763,
Sat Dec 27 1997,Charlotte Hornets,87,Orlando Magic,96,Box Score,,17248,
Sat Dec 27 1997,Portland Trail Blazers,102,Utah Jazz,91,Box Score,,19911,
Sun Dec 28 1997,Minnesota Timberwolves,93,Detroit Pistons,89,Box Score,,19450,
Sun Dec 28 1997,Boston Celtics,108,Los Angeles Lakers,102,Box Score,,17505,
Sun Dec 28 1997,Indiana Pacers,90,Miami Heat,101,Box Score,,15200,
Sun Dec 28 1997,Seattle SuperSonics,106,Phoenix Suns,97,Box Score,,19023,
Sun Dec 28 1997,San Antonio Spurs,79,Portland Trail Blazers,82,Box Score,,21538,
Sun Dec 28 1997,Philadelphia 76ers,90,Sacramento Kings,92,Box Score,,14597,
Sun Dec 28 1997,Utah Jazz,89,Vancouver Grizzlies,88,Box Score,,16488,
Mon Dec 29 1997,Dallas Mavericks,105,Chicago Bulls,111,Box Score,,23712,
Mon Dec 29 1997,Charlotte Hornets,120,Houston Rockets,101,Box Score,,16285,
Mon Dec 29 1997,Washington Wizards,91,New Jersey Nets,99,Box Score,,17172,
Tue Dec 30 1997,Miami Heat,90,Cleveland Cavaliers,78,Box Score,,18962,
Tue Dec 30 1997,Utah Jazz,132,Denver Nuggets,99,Box Score,,14230,
Tue Dec 30 1997,Toronto Raptors,95,Detroit Pistons,100,Box Score,,19087,
Tue Dec 30 1997,Seattle SuperSonics,101,Golden State Warriors,87,Box Score,,11641,
Tue Dec 30 1997,New Jersey Nets,91,Indiana Pacers,109,Box Score,,17487,
Tue Dec 30 1997,Sacramento Kings,80,Los Angeles Lakers,93,Box Score,,16283,
Tue Dec 30 1997,Dallas Mavericks,98,Milwaukee Bucks,105,Box Score,OT,14948,
Tue Dec 30 1997,Chicago Bulls,95,Minnesota Timberwolves,99,Box Score,,20097,
Tue Dec 30 1997,New York Knicks,84,Orlando Magic,79,Box Score,,17248,
Tue Dec 30 1997,Boston Celtics,90,Phoenix Suns,100,Box Score,,19023,
Tue Dec 30 1997,Philadelphia 76ers,86,Portland Trail Blazers,96,Box Score,,21538,
Tue Dec 30 1997,San Antonio Spurs,124,Vancouver Grizzlies,115,Box Score,,15872,
Wed Dec 31 1997,Toronto Raptors,91,Washington Wizards,118,Box Score,,19651,
Thu Jan 1 1998,Philadelphia 76ers,115,Vancouver Grizzlies,104,Box Score,,15495,
Fri Jan 2 1998,Minnesota Timberwolves,89,Boston Celtics,93,Box Score,,18624,
Fri Jan 2 1998,Miami Heat,88,Charlotte Hornets,99,Box Score,OT,24042,
Fri Jan 2 1998,Milwaukee Bucks,100,Chicago Bulls,114,Box Score,,23897,
Fri Jan 2 1998,Houston Rockets,116,Denver Nuggets,115,Box Score,OT,14902,
Fri Jan 2 1998,Los Angeles Clippers,94,Golden State Warriors,79,Box Score,,10653,
Fri Jan 2 1998,Atlanta Hawks,106,Los Angeles Lakers,116,Box Score,,17505,
Fri Jan 2 1998,New York Knicks,98,New Jersey Nets,103,Box Score,,20049,
Fri Jan 2 1998,Cleveland Cavaliers,81,Orlando Magic,71,Box Score,,17248,
Fri Jan 2 1998,Dallas Mavericks,85,Phoenix Suns,92,Box Score,,19023,
Fri Jan 2 1998,Vancouver Grizzlies,80,Sacramento Kings,94,Box Score,,13925,
Fri Jan 2 1998,Portland Trail Blazers,69,San Antonio Spurs,85,Box Score,,19105,
Fri Jan 2 1998,Philadelphia 76ers,73,Seattle SuperSonics,90,Box Score,,17072,
Fri Jan 2 1998,Detroit Pistons,91,Toronto Raptors,88,Box Score,,17292,
Fri Jan 2 1998,Indiana Pacers,99,Washington Wizards,81,Box Score,,20674,
Sat Jan 3 1998,New Jersey Nets,81,Cleveland Cavaliers,95,Box Score,,15899,
Sat Jan 3 1998,Chicago Bulls,105,Detroit Pistons,96,Box Score,,22076,
Sat Jan 3 1998,Portland Trail Blazers,97,Houston Rockets,95,Box Score,,16285,
Sat Jan 3 1998,Toronto Raptors,77,Indiana Pacers,89,Box Score,,16259,
Sat Jan 3 1998,Dallas Mavericks,88,Los Angeles Clippers,97,Box Score,,5133,
Sat Jan 3 1998,San Antonio Spurs,84,Miami Heat,77,Box Score,,15200,
Sat Jan 3 1998,Boston Celtics,106,Milwaukee Bucks,99,Box Score,,16211,
Sat Jan 3 1998,Denver Nuggets,87,Minnesota Timberwolves,109,Box Score,,19006,
Sat Jan 3 1998,Orlando Magic,84,New York Knicks,88,Box Score,,19763,
Sat Jan 3 1998,Atlanta Hawks,82,Utah Jazz,97,Box Score,,19911,
Sun Jan 4 1998,Philadelphia 76ers,113,Los Angeles Lakers,107,Box Score,,17505,
Sun Jan 4 1998,Charlotte Hornets,90,Sacramento Kings,106,Box Score,,13275,
Sun Jan 4 1998,Seattle SuperSonics,120,Vancouver Grizzlies,108,Box Score,,15122,
Sun Jan 4 1998,Phoenix Suns,99,Washington Wizards,109,Box Score,,20674,
Mon Jan 5 1998,Washington Wizards,113,New York Knicks,106,Box Score,,19763,
Mon Jan 5 1998,San Antonio Spurs,74,Orlando Magic,69,Box Score,,17248,
Mon Jan 5 1998,Milwaukee Bucks,98,Portland Trail Blazers,92,Box Score,,19215,
Mon Jan 5 1998,Houston Rockets,120,Toronto Raptors,96,Box Score,,16375,
Tue Jan 6 1998,Boston Celtics,79,Chicago Bulls,90,Box Score,,23804,
Tue Jan 6 1998,Houston Rockets,70,Cleveland Cavaliers,100,Box Score,,15406,
Tue Jan 6 1998,Denver Nuggets,90,Dallas Mavericks,108,Box Score,,8833,
Tue Jan 6 1998,Phoenix Suns,81,Indiana Pacers,80,Box Score,,15321,
Tue Jan 6 1998,Los Angeles Clippers,89,Sacramento Kings,105,Box Score,,13136,
Tue Jan 6 1998,Charlotte Hornets,81,Seattle SuperSonics,102,Box Score,,17072,
Tue Jan 6 1998,Philadelphia 76ers,95,Utah Jazz,98,Box Score,OT,19911,
Tue Jan 6 1998,Los Angeles Lakers,100,Vancouver Grizzlies,87,Box Score,,15837,
Wed Jan 7 1998,Atlanta Hawks,106,Golden State Warriors,86,Box Score,,11023,
Wed Jan 7 1998,Vancouver Grizzlies,102,Los Angeles Clippers,110,Box Score,,4107,
Wed Jan 7 1998,Milwaukee Bucks,102,Los Angeles Lakers,114,Box Score,,15483,
Wed Jan 7 1998,Chicago Bulls,72,Miami Heat,99,Box Score,,15200,
Wed Jan 7 1998,Phoenix Suns,92,Minnesota Timberwolves,77,Box Score,,16771,
Wed Jan 7 1998,New Jersey Nets,88,New York Knicks,89,Box Score,OT,19763,
Wed Jan 7 1998,Charlotte Hornets,91,Portland Trail Blazers,89,Box Score,,19189,
Wed Jan 7 1998,Denver Nuggets,89,San Antonio Spurs,96,Box Score,,15200,
Wed Jan 7 1998,Orlando Magic,83,Toronto Raptors,81,Box Score,,15168,
Wed Jan 7 1998,Boston Celtics,108,Washington Wizards,110,Box Score,,20674,
Thu Jan 8 1998,Seattle SuperSonics,109,Cleveland Cavaliers,84,Box Score,,17047,
Thu Jan 8 1998,Sacramento Kings,103,Dallas Mavericks,92,Box Score,,9514,
Thu Jan 8 1998,Indiana Pacers,87,Houston Rockets,80,Box Score,,16285,
Thu Jan 8 1998,Orlando Magic,87,New Jersey Nets,89,Box Score,,16055,
Thu Jan 8 1998,Milwaukee Bucks,109,Utah Jazz,116,Box Score,,19911,
Fri Jan 9 1998,Washington Wizards,77,Atlanta Hawks,82,Box Score,,9356,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Fri Jan 9 1998,Seattle SuperSonics,111,Boston Celtics,92,Box Score,,18624,
Fri Jan 9 1998,Miami Heat,98,Denver Nuggets,79,Box Score,,9719,
Fri Jan 9 1998,Golden State Warriors,72,Detroit Pistons,101,Box Score,,18366,
Fri Jan 9 1998,Los Angeles Lakers,125,Los Angeles Clippers,115,Box Score,,16067,
Fri Jan 9 1998,Portland Trail Blazers,91,Minnesota Timberwolves,96,Box Score,,17998,
Fri Jan 9 1998,Chicago Bulls,90,New York Knicks,89,Box Score,,19763,
Fri Jan 9 1998,San Antonio Spurs,79,Phoenix Suns,100,Box Score,,19023,
Fri Jan 9 1998,Charlotte Hornets,98,Vancouver Grizzlies,90,Box Score,,15251,
Sat Jan 10 1998,Golden State Warriors,82,Chicago Bulls,87,Box Score,,23902,
Sat Jan 10 1998,Toronto Raptors,102,Cleveland Cavaliers,93,Box Score,,17864,
Sat Jan 10 1998,Indiana Pacers,84,Dallas Mavericks,79,Box Score,,15510,
Sat Jan 10 1998,Utah Jazz,111,Houston Rockets,84,Box Score,,16285,
Sat Jan 10 1998,Portland Trail Blazers,90,Milwaukee Bucks,95,Box Score,OT,16131,
Sat Jan 10 1998,Minnesota Timberwolves,108,New Jersey Nets,101,Box Score,,20049,
Sat Jan 10 1998,Boston Celtics,82,Orlando Magic,90,Box Score,,17248,
Sat Jan 10 1998,Sacramento Kings,67,San Antonio Spurs,109,Box Score,,17720,
Sun Jan 11 1998,Los Angeles Clippers,85,Detroit Pistons,113,Box Score,,17696,
Sun Jan 11 1998,Charlotte Hornets,98,Los Angeles Lakers,93,Box Score,,17505,
Sun Jan 11 1998,Seattle SuperSonics,91,New York Knicks,92,Box Score,,19763,
Sun Jan 11 1998,Miami Heat,96,Vancouver Grizzlies,90,Box Score,,15186,
Sun Jan 11 1998,Atlanta Hawks,107,Washington Wizards,102,Box Score,OT,19046,
Mon Jan 12 1998,Los Angeles Clippers,95,Milwaukee Bucks,110,Box Score,,13174,
Mon Jan 12 1998,Golden State Warriors,87,Minnesota Timberwolves,103,Box Score,,15898,
Mon Jan 12 1998,Phoenix Suns,90,Sacramento Kings,96,Box Score,,14458,
Mon Jan 12 1998,New Jersey Nets,108,Toronto Raptors,100,Box Score,,14376,
Mon Jan 12 1998,Cleveland Cavaliers,99,Utah Jazz,106,Box Score,,19911,
Tue Jan 13 1998,San Antonio Spurs,97,Boston Celtics,88,Box Score,,18624,
Tue Jan 13 1998,New Jersey Nets,81,Charlotte Hornets,68,Box Score,,22805,
Tue Jan 13 1998,Seattle SuperSonics,91,Chicago Bulls,101,Box Score,,24112,
Tue Jan 13 1998,Orlando Magic,98,Denver Nuggets,84,Box Score,,12113,
Tue Jan 13 1998,Dallas Mavericks,87,Houston Rockets,100,Box Score,,16285,
Tue Jan 13 1998,Atlanta Hawks,91,New York Knicks,89,Box Score,,19763,
Tue Jan 13 1998,Vancouver Grizzlies,89,Philadelphia 76ers,107,Box Score,,10838,
Tue Jan 13 1998,Cleveland Cavaliers,102,Phoenix Suns,84,Box Score,,19023,
Tue Jan 13 1998,Miami Heat,76,Portland Trail Blazers,68,Box Score,,19759,
Wed Jan 14 1998,Dallas Mavericks,82,Atlanta Hawks,108,Box Score,,8592,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Wed Jan 14 1998,Detroit Pistons,93,Indiana Pacers,100,Box Score,,15826,
Wed Jan 14 1998,Denver Nuggets,114,Los Angeles Lakers,132,Box Score,,15067,
Wed Jan 14 1998,Golden State Warriors,95,Milwaukee Bucks,101,Box Score,,13386,
Wed Jan 14 1998,Orlando Magic,96,Sacramento Kings,108,Box Score,,14013,
Wed Jan 14 1998,Los Angeles Clippers,101,Toronto Raptors,109,Box Score,,15073,
Wed Jan 14 1998,San Antonio Spurs,89,Washington Wizards,79,Box Score,,20674,
Thu Jan 15 1998,Vancouver Grizzlies,93,Boston Celtics,97,Box Score,,16855,
Thu Jan 15 1998,Charlotte Hornets,94,Detroit Pistons,95,Box Score,OT,16716,
Thu Jan 15 1998,Los Angeles Clippers,119,New Jersey Nets,116,Box Score,,14446,
Thu Jan 15 1998,Chicago Bulls,96,Philadelphia 76ers,106,Box Score,,21104,
Thu Jan 15 1998,Miami Heat,85,Seattle SuperSonics,103,Box Score,,17072,
Fri Jan 16 1998,Golden State Warriors,89,Atlanta Hawks,102,Box Score,,8778,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Fri Jan 16 1998,San Antonio Spurs,76,Charlotte Hornets,71,Box Score,,24042,
Fri Jan 16 1998,Cleveland Cavaliers,99,Denver Nuggets,74,Box Score,,10216,
Fri Jan 16 1998,Minnesota Timberwolves,116,Houston Rockets,115,Box Score,OT,16285,
Fri Jan 16 1998,Sacramento Kings,92,Indiana Pacers,117,Box Score,,15129,
Fri Jan 16 1998,Chicago Bulls,96,Milwaukee Bucks,86,Box Score,,18717,
Fri Jan 16 1998,Orlando Magic,86,Phoenix Suns,111,Box Score,,19023,
Fri Jan 16 1998,Utah Jazz,86,Portland Trail Blazers,96,Box Score,,21538,
Fri Jan 16 1998,Vancouver Grizzlies,110,Washington Wizards,112,Box Score,,16763,
Sat Jan 17 1998,Minnesota Timberwolves,113,Dallas Mavericks,110,Box Score,OT,15327,
Sat Jan 17 1998,Miami Heat,99,Los Angeles Lakers,108,Box Score,,17505,
Sat Jan 17 1998,Atlanta Hawks,81,New Jersey Nets,97,Box Score,,20049,
Sat Jan 17 1998,Golden State Warriors,84,Philadelphia 76ers,112,Box Score,,17016,
Sat Jan 17 1998,Cleveland Cavaliers,91,Seattle SuperSonics,99,Box Score,,17072,
Sat Jan 17 1998,New York Knicks,93,Toronto Raptors,82,Box Score,,18898,
Sat Jan 17 1998,Orlando Magic,93,Utah Jazz,107,Box Score,,19911,
Sat Jan 17 1998,Los Angeles Clippers,99,Washington Wizards,108,Box Score,,20674,
Sun Jan 18 1998,Indiana Pacers,103,Boston Celtics,96,Box Score,,18624,
Sun Jan 18 1998,Houston Rockets,100,Chicago Bulls,106,Box Score,,24209,
Sun Jan 18 1998,San Antonio Spurs,98,Milwaukee Bucks,92,Box Score,OT,17045,
Sun Jan 18 1998,Miami Heat,87,Phoenix Suns,96,Box Score,,19023,
Sun Jan 18 1998,Denver Nuggets,82,Portland Trail Blazers,94,Box Score,,19964,
Mon Jan 19 1998,Toronto Raptors,88,Charlotte Hornets,109,Box Score,,21934,
Mon Jan 19 1998,Seattle SuperSonics,114,Houston Rockets,80,Box Score,,16285,
Mon Jan 19 1998,Orlando Magic,89,Los Angeles Lakers,92,Box Score,,17505,
Mon Jan 19 1998,Los Angeles Clippers,109,Minnesota Timberwolves,117,Box Score,,18712,
Mon Jan 19 1998,San Antonio Spurs,84,New Jersey Nets,95,Box Score,,16565,
Mon Jan 19 1998,Boston Celtics,82,New York Knicks,98,Box Score,,19763,
Mon Jan 19 1998,Sacramento Kings,85,Philadelphia 76ers,98,Box Score,,18092,
Mon Jan 19 1998,Detroit Pistons,89,Utah Jazz,98,Box Score,,19911,
Tue Jan 20 1998,Milwaukee Bucks,93,Atlanta Hawks,103,Box Score,,10974,
Tue Jan 20 1998,Portland Trail Blazers,86,Cleveland Cavaliers,84,Box Score,,15260,
Tue Jan 20 1998,Seattle SuperSonics,98,Dallas Mavericks,107,Box Score,,13795,
Tue Jan 20 1998,Phoenix Suns,87,Golden State Warriors,69,Box Score,,13048,
Tue Jan 20 1998,Denver Nuggets,77,Vancouver Grizzlies,88,Box Score,,15852,
Wed Jan 21 1998,Charlotte Hornets,79,Chicago Bulls,110,Box Score,,23967,
Wed Jan 21 1998,Detroit Pistons,87,Denver Nuggets,67,Box Score,,10821,
Wed Jan 21 1998,Philadelphia 76ers,87,Miami Heat,92,Box Score,,15200,
Wed Jan 21 1998,Boston Celtics,95,Minnesota Timberwolves,104,Box Score,,19006,
Wed Jan 21 1998,Houston Rockets,112,New Jersey Nets,117,Box Score,OT,17328,
Wed Jan 21 1998,Indiana Pacers,89,New York Knicks,97,Box Score,,19763,
Wed Jan 21 1998,Milwaukee Bucks,91,Orlando Magic,84,Box Score,,17248,
Wed Jan 21 1998,Los Angeles Lakers,119,Phoenix Suns,109,Box Score,,19023,
Wed Jan 21 1998,Atlanta Hawks,76,San Antonio Spurs,90,Box Score,,15853,
Wed Jan 21 1998,Sacramento Kings,98,Toronto Raptors,99,Box Score,,14212,
Wed Jan 21 1998,Golden State Warriors,85,Utah Jazz,98,Box Score,,19911,
Wed Jan 21 1998,Portland Trail Blazers,100,Washington Wizards,87,Box Score,,20674,
Thu Jan 22 1998,Houston Rockets,86,Charlotte Hornets,93,Box Score,,23603,
Thu Jan 22 1998,Sacramento Kings,96,Cleveland Cavaliers,112,Box Score,,13092,
Thu Jan 22 1998,Detroit Pistons,94,Los Angeles Clippers,76,Box Score,,12677,at Anaheim CA
Fri Jan 23 1998,Boston Celtics,89,Atlanta Hawks,85,Box Score,,31820,
Fri Jan 23 1998,Vancouver Grizzlies,88,Golden State Warriors,80,Box Score,,12359,
Fri Jan 23 1998,Utah Jazz,102,Indiana Pacers,106,Box Score,,16670,
Fri Jan 23 1998,Orlando Magic,90,Miami Heat,102,Box Score,,15200,
Fri Jan 23 1998,Chicago Bulls,100,New Jersey Nets,98,Box Score,OT,20049,
Fri Jan 23 1998,Portland Trail Blazers,87,Philadelphia 76ers,98,Box Score,,16316,
Fri Jan 23 1998,Denver Nuggets,77,Phoenix Suns,93,Box Score,,19023,
Fri Jan 23 1998,Dallas Mavericks,75,San Antonio Spurs,81,Box Score,,15465,
Sat Jan 24 1998,Portland Trail Blazers,92,Atlanta Hawks,77,Box Score,,24680,
Sat Jan 24 1998,Philadelphia 76ers,92,Cleveland Cavaliers,111,Box Score,,20562,
Sat Jan 24 1998,Charlotte Hornets,94,Dallas Mavericks,92,Box Score,,14004,
Sat Jan 24 1998,New York Knicks,99,Detroit Pistons,92,Box Score,,22076,
Sat Jan 24 1998,San Antonio Spurs,87,Houston Rockets,112,Box Score,,16285,
Sat Jan 24 1998,Boston Celtics,88,Indiana Pacers,95,Box Score,,16754,
Sat Jan 24 1998,Denver Nuggets,99,Los Angeles Clippers,81,Box Score,,7614,
Sat Jan 24 1998,Sacramento Kings,97,Milwaukee Bucks,101,Box Score,,16904,
Sat Jan 24 1998,Los Angeles Lakers,95,Seattle SuperSonics,101,Box Score,,17072,
Sat Jan 24 1998,Minnesota Timberwolves,107,Toronto Raptors,113,Box Score,OT,15778,
Sat Jan 24 1998,Golden State Warriors,96,Vancouver Grizzlies,107,Box Score,,16223,
Sat Jan 24 1998,New Jersey Nets,87,Washington Wizards,104,Box Score,,20674,
Sun Jan 25 1998,Utah Jazz,101,Chicago Bulls,94,Box Score,,24361,
Mon Jan 26 1998,Phoenix Suns,96,Atlanta Hawks,91,Box Score,,13539,
