Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Nov 9 2005,8:30p,Golden State Warriors,84,Chicago Bulls,85,Box Score,,19723,
Wed Nov 9 2005,7:00p,Seattle SuperSonics,85,Cleveland Cavaliers,112,Box Score,,19564,
Wed Nov 9 2005,10:30p,Sacramento Kings,91,Denver Nuggets,107,Box Score,,12371,
Wed Nov 9 2005,8:00p,Miami Heat,90,Indiana Pacers,95,Box Score,,17586,
Wed Nov 9 2005,8:00p,Los Angeles Lakers,74,Minnesota Timberwolves,88,Box Score,,15192,
Wed Nov 9 2005,7:30p,Utah Jazz,83,New Jersey Nets,91,Box Score,,14449,
Wed Nov 9 2005,8:00p,Orlando Magic,88,New Orleans/Oklahoma City Hornets,83,Box Score,,18508,
Wed Nov 9 2005,7:00p,Dallas Mavericks,97,Philadelphia 76ers,112,Box Score,,13392,
Wed Nov 9 2005,10:00p,New York Knicks,83,Portland Trail Blazers,95,Box Score,,12296,
Wed Nov 9 2005,7:00p,Los Angeles Clippers,102,Washington Wizards,97,Box Score,,13736,
Thu Nov 10 2005,7:00p,Los Angeles Clippers,102,Atlanta Hawks,95,Box Score,,13850,
Thu Nov 10 2005,8:00p,Houston Rockets,84,Miami Heat,88,Box Score,,19600,
Thu Nov 10 2005,10:30p,Detroit Pistons,111,Phoenix Suns,104,Box Score,,17633,
Fri Nov 11 2005,7:30p,San Antonio Spurs,103,Boston Celtics,82,Box Score,,18624,
Fri Nov 11 2005,7:30p,Dallas Mavericks,98,Charlotte Bobcats,88,Box Score,,18130,
Fri Nov 11 2005,7:30p,Memphis Grizzlies,70,Cleveland Cavaliers,89,Box Score,,16554,
Fri Nov 11 2005,10:30p,New York Knicks,84,Golden State Warriors,86,Box Score,,19596,
Fri Nov 11 2005,7:00p,New Jersey Nets,90,Indiana Pacers,102,Box Score,,17584,
Fri Nov 11 2005,8:00p,Los Angeles Lakers,81,Philadelphia 76ers,85,Box Score,,20292,
Fri Nov 11 2005,10:30p,Detroit Pistons,84,Portland Trail Blazers,81,Box Score,,17181,
Fri Nov 11 2005,10:00p,Denver Nuggets,85,Sacramento Kings,101,Box Score,,17317,
Fri Nov 11 2005,7:00p,Utah Jazz,99,Toronto Raptors,84,Box Score,,15617,
Fri Nov 11 2005,7:30p,Seattle SuperSonics,96,Washington Wizards,137,Box Score,,20173,
Sat Nov 12 2005,7:00p,Memphis Grizzlies,85,Atlanta Hawks,84,Box Score,,15949,
Sat Nov 12 2005,8:30p,Utah Jazz,98,Chicago Bulls,103,Box Score,,22272,
Sat Nov 12 2005,7:30p,Charlotte Bobcats,99,Miami Heat,108,Box Score,,19600,
Sat Nov 12 2005,8:30p,Indiana Pacers,102,Milwaukee Bucks,103,Box Score,,17894,
Sat Nov 12 2005,8:00p,Houston Rockets,99,New Jersey Nets,91,Box Score,,20098,
Sat Nov 12 2005,8:00p,Dallas Mavericks,109,New Orleans/Oklahoma City Hornets,103,Box Score,,19163,
Sat Nov 12 2005,9:00p,Golden State Warriors,86,Phoenix Suns,101,Box Score,,16562,
Sat Nov 12 2005,7:00p,San Antonio Spurs,95,Washington Wizards,110,Box Score,,20173,
Sun Nov 13 2005,6:00p,Houston Rockets,82,Boston Celtics,102,Box Score,,16238,
Sun Nov 13 2005,9:00p,Minnesota Timberwolves,91,Denver Nuggets,102,Box Score,,16545,
Sun Nov 13 2005,6:00p,Cleveland Cavaliers,108,Orlando Magic,100,Box Score,OT,15414,
Sun Nov 13 2005,6:00p,Los Angeles Clippers,108,Philadelphia 76ers,113,Box Score,,14550,
Sun Nov 13 2005,9:00p,New York Knicks,105,Sacramento Kings,95,Box Score,,17317,
Sun Nov 13 2005,1:00p,Seattle SuperSonics,126,Toronto Raptors,121,Box Score,OT,15033,
Mon Nov 14 2005,10:30p,Chicago Bulls,82,Golden State Warriors,100,Box Score,,16454,
Mon Nov 14 2005,8:00p,Los Angeles Lakers,73,Memphis Grizzlies,85,Box Score,,16671,
Mon Nov 14 2005,9:00p,New York Knicks,73,Utah Jazz,62,Box Score,,16166,
Tue Nov 15 2005,7:00p,Washington Wizards,99,Cleveland Cavaliers,114,Box Score,,17685,
Tue Nov 15 2005,8:30p,Denver Nuggets,80,Dallas Mavericks,83,Box Score,,20189,
Tue Nov 15 2005,7:30p,Boston Celtics,100,Detroit Pistons,115,Box Score,,22076,
Tue Nov 15 2005,10:30p,Milwaukee Bucks,85,Los Angeles Clippers,109,Box Score,,14938,
Tue Nov 15 2005,7:30p,New Orleans/Oklahoma City Hornets,102,Miami Heat,109,Box Score,OT,19600,
Tue Nov 15 2005,8:00p,Houston Rockets,94,Minnesota Timberwolves,89,Box Score,,14091,
Tue Nov 15 2005,7:30p,Seattle SuperSonics,99,New Jersey Nets,109,Box Score,,14986,
Tue Nov 15 2005,7:00p,Charlotte Bobcats,77,Orlando Magic,85,Box Score,,12312,
Tue Nov 15 2005,7:00p,Toronto Raptors,92,Philadelphia 76ers,104,Box Score,,12211,
Tue Nov 15 2005,10:00p,Utah Jazz,83,Sacramento Kings,119,Box Score,,17317,
Tue Nov 15 2005,8:30p,Atlanta Hawks,79,San Antonio Spurs,103,Box Score,,18797,
Wed Nov 16 2005,7:30p,Seattle SuperSonics,113,Boston Celtics,100,Box Score,,14023,
Wed Nov 16 2005,7:30p,Indiana Pacers,90,Charlotte Bobcats,122,Box Score,,15878,
Wed Nov 16 2005,10:30p,Milwaukee Bucks,90,Golden State Warriors,87,Box Score,,16752,
Wed Nov 16 2005,10:00p,New York Knicks,92,Los Angeles Lakers,97,Box Score,,18997,
Wed Nov 16 2005,8:00p,Denver Nuggets,91,New Orleans/Oklahoma City Hornets,81,Box Score,,18442,
Wed Nov 16 2005,9:00p,Memphis Grizzlies,115,Phoenix Suns,103,Box Score,,15808,
Wed Nov 16 2005,10:00p,Chicago Bulls,93,Portland Trail Blazers,96,Box Score,,12368,
Wed Nov 16 2005,7:00p,Philadelphia 76ers,121,Toronto Raptors,115,Box Score,,16490,
Thu Nov 17 2005,8:30p,Atlanta Hawks,78,Dallas Mavericks,87,Box Score,,20148,
Thu Nov 17 2005,7:00p,Washington Wizards,98,Minnesota Timberwolves,109,Box Score,,13683,
Thu Nov 17 2005,9:30p,Houston Rockets,80,San Antonio Spurs,86,Box Score,,18797,
Fri Nov 18 2005,7:30p,Toronto Raptors,93,Boston Celtics,100,Box Score,,17002,
Fri Nov 18 2005,7:00p,Orlando Magic,84,Cleveland Cavaliers,102,Box Score,,18591,
Fri Nov 18 2005,9:00p,New York Knicks,86,Denver Nuggets,95,Box Score,,18218,
Fri Nov 18 2005,9:30p,Detroit Pistons,78,Houston Rockets,70,Box Score,,18189,
Fri Nov 18 2005,7:00p,Charlotte Bobcats,85,Indiana Pacers,93,Box Score,,15793,
Fri Nov 18 2005,10:30p,Los Angeles Clippers,97,Los Angeles Lakers,91,Box Score,,18997,
Fri Nov 18 2005,7:30p,Philadelphia 76ers,96,Miami Heat,106,Box Score,,20068,
Fri Nov 18 2005,8:00p,Atlanta Hawks,92,New Orleans/Oklahoma City Hornets,95,Box Score,,17554,
Fri Nov 18 2005,9:00p,Utah Jazz,94,Phoenix Suns,102,Box Score,,16332,
Fri Nov 18 2005,10:00p,Golden State Warriors,91,Portland Trail Blazers,80,Box Score,,14817,
Fri Nov 18 2005,10:00p,Milwaukee Bucks,82,Sacramento Kings,103,Box Score,,17317,
Fri Nov 18 2005,10:30p,Chicago Bulls,84,Seattle SuperSonics,98,Box Score,,16429,
Sat Nov 19 2005,8:30p,Detroit Pistons,82,Dallas Mavericks,119,Box Score,,20337,
Sat Nov 19 2005,8:00p,Charlotte Bobcats,89,Minnesota Timberwolves,102,Box Score,,15892,
Sat Nov 19 2005,7:30p,Washington Wizards,83,New Jersey Nets,89,Box Score,,16454,
Sat Nov 19 2005,7:00p,New Orleans/Oklahoma City Hornets,98,Orlando Magic,95,Box Score,,14489,
Sat Nov 19 2005,7:00p,Cleveland Cavaliers,123,Philadelphia 76ers,120,Box Score,,18908,
Sat Nov 19 2005,8:30p,Phoenix Suns,91,San Antonio Spurs,97,Box Score,,18797,
Sat Nov 19 2005,9:00p,Memphis Grizzlies,80,Utah Jazz,72,Box Score,,16356,
Sun Nov 20 2005,9:00p,Memphis Grizzlies,83,Denver Nuggets,99,Box Score,,16072,
Sun Nov 20 2005,7:00p,Houston Rockets,74,Indiana Pacers,85,Box Score,,16024,
Sun Nov 20 2005,3:30p,Golden State Warriors,101,Los Angeles Clippers,113,Box Score,,15712,
Sun Nov 20 2005,9:30p,Chicago Bulls,96,Los Angeles Lakers,93,Box Score,,18997,
Sun Nov 20 2005,12:00p,Portland Trail Blazers,92,New York Knicks,103,Box Score,,17057,
Sun Nov 20 2005,9:00p,Sacramento Kings,104,Seattle SuperSonics,106,Box Score,,16113,
Sun Nov 20 2005,1:00p,Miami Heat,94,Toronto Raptors,107,Box Score,,17594,
Mon Nov 21 2005,10:30p,New Jersey Nets,97,Golden State Warriors,100,Box Score,,16501,
Mon Nov 21 2005,7:00p,New Orleans/Oklahoma City Hornets,91,Philadelphia 76ers,103,Box Score,,12452,
Mon Nov 21 2005,10:00p,San Antonio Spurs,96,Sacramento Kings,93,Box Score,,17317,
Mon Nov 21 2005,9:00p,Milwaukee Bucks,80,Utah Jazz,100,Box Score,,16176,
Tue Nov 22 2005,7:00p,Boston Celtics,93,Cleveland Cavaliers,115,Box Score,,17139,
Tue Nov 22 2005,8:30p,Houston Rockets,93,Dallas Mavericks,102,Box Score,,20304,
Tue Nov 22 2005,8:00p,Portland Trail Blazers,95,Memphis Grizzlies,87,Box Score,,14555,
Tue Nov 22 2005,9:00p,Toronto Raptors,82,Phoenix Suns,90,Box Score,,16259,
Tue Nov 22 2005,10:00p,Utah Jazz,93,Seattle SuperSonics,87,Box Score,,14834,
Tue Nov 22 2005,7:00p,Denver Nuggets,108,Washington Wizards,105,Box Score,,15980,
Wed Nov 23 2005,7:00p,Boston Celtics,117,Atlanta Hawks,120,Box Score,,14288,
Wed Nov 23 2005,7:30p,New York Knicks,95,Charlotte Bobcats,108,Box Score,,16825,
Wed Nov 23 2005,7:30p,Denver Nuggets,89,Detroit Pistons,114,Box Score,,22076,
Wed Nov 23 2005,10:30p,San Antonio Spurs,113,Golden State Warriors,89,Box Score,,18768,
Wed Nov 23 2005,7:30p,Phoenix Suns,100,Houston Rockets,88,Box Score,,18059,
Wed Nov 23 2005,10:30p,Toronto Raptors,100,Los Angeles Clippers,103,Box Score,,15927,
Wed Nov 23 2005,7:30p,Portland Trail Blazers,79,Miami Heat,100,Box Score,,19600,
Wed Nov 23 2005,8:00p,Philadelphia 76ers,97,Milwaukee Bucks,108,Box Score,,17526,
Wed Nov 23 2005,8:00p,Minnesota Timberwolves,80,New Orleans/Oklahoma City Hornets,84,Box Score,,19163,
Wed Nov 23 2005,7:00p,Washington Wizards,83,Orlando Magic,91,Box Score,,13104,
Wed Nov 23 2005,10:00p,New Jersey Nets,105,Sacramento Kings,114,Box Score,,17317,
Thu Nov 24 2005,8:00p,Cleveland Cavaliers,76,Indiana Pacers,98,Box Score,,17243,
Thu Nov 24 2005,10:30p,Seattle SuperSonics,96,Los Angeles Lakers,108,Box Score,,18070,
Fri Nov 25 2005,7:30p,Charlotte Bobcats,89,Boston Celtics,90,Box Score,,18624,
Fri Nov 25 2005,9:00p,Los Angeles Clippers,95,Denver Nuggets,105,Box Score,,18142,
Fri Nov 25 2005,8:00p,Washington Wizards,120,Detroit Pistons,114,Box Score,2OT,22076,
Fri Nov 25 2005,8:00p,Atlanta Hawks,87,Indiana Pacers,85,Box Score,,15596,
Fri Nov 25 2005,8:00p,Houston Rockets,81,Memphis Grizzlies,86,Box Score,,18119,
Fri Nov 25 2005,8:00p,Dallas Mavericks,103,Miami Heat,90,Box Score,,20246,
Fri Nov 25 2005,8:00p,Milwaukee Bucks,91,Minnesota Timberwolves,99,Box Score,,17422,
Fri Nov 25 2005,7:00p,Portland Trail Blazers,89,Orlando Magic,104,Box Score,,12528,
Fri Nov 25 2005,10:30p,New Jersey Nets,81,Phoenix Suns,92,Box Score,,18068,
Fri Nov 25 2005,10:00p,Toronto Raptors,104,Sacramento Kings,106,Box Score,,17317,
Fri Nov 25 2005,8:30p,Chicago Bulls,106,San Antonio Spurs,99,Box Score,,18797,
Fri Nov 25 2005,9:00p,Golden State Warriors,94,Utah Jazz,90,Box Score,,18000,
Sat Nov 26 2005,7:30p,Washington Wizards,82,Charlotte Bobcats,100,Box Score,,17791,
Sat Nov 26 2005,7:30p,Minnesota Timberwolves,89,Cleveland Cavaliers,85,Box Score,,20562,
Sat Nov 26 2005,8:30p,Memphis Grizzlies,112,Dallas Mavericks,92,Box Score,,20135,
Sat Nov 26 2005,10:30p,Toronto Raptors,91,Golden State Warriors,117,Box Score,,17119,
Sat Nov 26 2005,8:30p,Chicago Bulls,94,Houston Rockets,89,Box Score,,18005,
Sat Nov 26 2005,9:00p,Detroit Pistons,85,Milwaukee Bucks,76,Box Score,,18717,
Sat Nov 26 2005,12:30p,Philadelphia 76ers,102,New York Knicks,105,Box Score,OT,19763,
Sat Nov 26 2005,7:00p,Miami Heat,77,Orlando Magic,80,Box Score,,16619,
Sat Nov 26 2005,3:30p,New Orleans/Oklahoma City Hornets,105,Seattle SuperSonics,99,Box Score,,16371,
Sun Nov 27 2005,2:00p,Portland Trail Blazers,77,Atlanta Hawks,75,Box Score,,10421,
Sun Nov 27 2005,3:30p,Indiana Pacers,97,Los Angeles Clippers,92,Box Score,,16151,
Sun Nov 27 2005,9:30p,New Jersey Nets,102,Los Angeles Lakers,96,Box Score,OT,18528,
Mon Nov 28 2005,7:30p,Orlando Magic,87,Boston Celtics,83,Box Score,,14053,
Mon Nov 28 2005,9:00p,New Jersey Nets,101,Denver Nuggets,92,Box Score,,13817,
Mon Nov 28 2005,10:30p,New Orleans/Oklahoma City Hornets,83,Golden State Warriors,99,Box Score,,16270,
Mon Nov 28 2005,7:30p,New York Knicks,94,Miami Heat,107,Box Score,,19894,
Mon Nov 28 2005,7:00p,Dallas Mavericks,93,Toronto Raptors,91,Box Score,,15789,
Tue Nov 29 2005,8:30p,Orlando Magic,76,Chicago Bulls,85,Box Score,,21921,
Tue Nov 29 2005,8:30p,Atlanta Hawks,85,Houston Rockets,100,Box Score,,12825,
Tue Nov 29 2005,8:00p,Dallas Mavericks,111,Milwaukee Bucks,113,Box Score,OT,14996,
Tue Nov 29 2005,8:00p,Los Angeles Clippers,93,Minnesota Timberwolves,84,Box Score,,13101,
Tue Nov 29 2005,7:00p,Portland Trail Blazers,83,Philadelphia 76ers,107,Box Score,,12676,
Tue Nov 29 2005,10:00p,Charlotte Bobcats,92,Sacramento Kings,110,Box Score,,17317,
Tue Nov 29 2005,8:30p,Los Angeles Lakers,84,San Antonio Spurs,90,Box Score,,18797,
Tue Nov 29 2005,9:00p,Indiana Pacers,84,Utah Jazz,60,Box Score,,17021,
Wed Nov 30 2005,7:00p,Miami Heat,96,Atlanta Hawks,74,Box Score,,16029,
Wed Nov 30 2005,7:30p,Philadelphia 76ers,103,Boston Celtics,110,Box Score,,14027,
Wed Nov 30 2005,7:00p,Los Angeles Clippers,105,Cleveland Cavaliers,112,Box Score,OT,18209,
Wed Nov 30 2005,9:00p,New Orleans/Oklahoma City Hornets,102,Denver Nuggets,95,Box Score,,15603,
Wed Nov 30 2005,10:30p,Sacramento Kings,106,Golden State Warriors,113,Box Score,,19279,
Wed Nov 30 2005,7:30p,Detroit Pistons,93,New Jersey Nets,83,Box Score,,16337,
Wed Nov 30 2005,7:30p,Chicago Bulls,101,New York Knicks,109,Box Score,,17909,
Wed Nov 30 2005,9:00p,Indiana Pacers,91,Phoenix Suns,109,Box Score,,16674,
Wed Nov 30 2005,10:00p,Charlotte Bobcats,94,Seattle SuperSonics,104,Box Score,,15416,
Wed Nov 30 2005,7:00p,Memphis Grizzlies,92,Toronto Raptors,66,Box Score,,14993,
Wed Nov 30 2005,7:00p,Portland Trail Blazers,89,Washington Wizards,96,Box Score,,15275,
Thu Dec 1 2005,8:00p,San Antonio Spurs,92,Dallas Mavericks,90,Box Score,,20076,
Thu Dec 1 2005,10:30p,Los Angeles Lakers,105,Utah Jazz,101,Box Score,OT,18008,
Fri Dec 2 2005,7:00p,Toronto Raptors,102,Atlanta Hawks,101,Box Score,,12261,
Fri Dec 2 2005,7:30p,Chicago Bulls,106,Boston Celtics,102,Box Score,,14393,
Fri Dec 2 2005,8:00p,New York Knicks,98,Detroit Pistons,106,Box Score,,22076,
Fri Dec 2 2005,10:30p,Charlotte Bobcats,100,Golden State Warriors,107,Box Score,,18240,
Fri Dec 2 2005,10:30p,Minnesota Timberwolves,113,Los Angeles Lakers,108,Box Score,,18997,
Fri Dec 2 2005,8:00p,Orlando Magic,69,Memphis Grizzlies,91,Box Score,,13913,
Fri Dec 2 2005,8:00p,Philadelphia 76ers,86,New Orleans/Oklahoma City Hornets,88,Box Score,,19163,
Fri Dec 2 2005,9:00p,Denver Nuggets,97,Phoenix Suns,102,Box Score,,17852,
Fri Dec 2 2005,10:00p,Indiana Pacers,98,Portland Trail Blazers,78,Box Score,,13031,
Fri Dec 2 2005,10:00p,Miami Heat,98,Sacramento Kings,87,Box Score,,17317,
Fri Dec 2 2005,10:30p,Cleveland Cavaliers,108,Seattle SuperSonics,115,Box Score,,17072,
Fri Dec 2 2005,7:00p,Milwaukee Bucks,105,Washington Wizards,102,Box Score,,20173,
Sat Dec 3 2005,8:30p,Detroit Pistons,92,Chicago Bulls,79,Box Score,,21875,
Sat Dec 3 2005,8:30p,New Orleans/Oklahoma City Hornets,88,Dallas Mavericks,97,Box Score,,19651,
Sat Dec 3 2005,9:00p,Miami Heat,99,Denver Nuggets,101,Box Score,,18196,
Sat Dec 3 2005,8:30p,Memphis Grizzlies,90,Houston Rockets,75,Box Score,,17135,
Sat Dec 3 2005,10:30p,Cleveland Cavaliers,90,Los Angeles Clippers,102,Box Score,,18369,
Sat Dec 3 2005,8:30p,Orlando Magic,84,Milwaukee Bucks,104,Box Score,,17121,
Sat Dec 3 2005,8:00p,Toronto Raptors,95,New Jersey Nets,82,Box Score,,14613,
Sat Dec 3 2005,8:30p,Philadelphia 76ers,91,San Antonio Spurs,100,Box Score,,18797,
Sun Dec 4 2005,9:30p,Charlotte Bobcats,98,Los Angeles Lakers,99,Box Score,,18506,
Sun Dec 4 2005,1:00p,Boston Celtics,102,New York Knicks,99,Box Score,,19763,
Sun Dec 4 2005,8:00p,Atlanta Hawks,94,Phoenix Suns,112,Box Score,,16992,
Sun Dec 4 2005,9:00p,Utah Jazz,98,Portland Trail Blazers,93,Box Score,,13254,
Sun Dec 4 2005,9:00p,Minnesota Timberwolves,85,Sacramento Kings,77,Box Score,,17317,
Sun Dec 4 2005,8:00p,Indiana Pacers,102,Seattle SuperSonics,107,Box Score,,15761,
Mon Dec 5 2005,8:30p,Dallas Mavericks,102,Chicago Bulls,94,Box Score,,21733,
Mon Dec 5 2005,10:30p,Miami Heat,89,Los Angeles Clippers,99,Box Score,,19060,
Mon Dec 5 2005,7:00p,San Antonio Spurs,110,Orlando Magic,85,Box Score,,14661,
Mon Dec 5 2005,9:00p,Minnesota Timberwolves,91,Utah Jazz,77,Box Score,,18218,
Tue Dec 6 2005,9:00p,Atlanta Hawks,116,Denver Nuggets,125,Box Score,,13206,
Tue Dec 6 2005,8:30p,Boston Celtics,73,Houston Rockets,91,Box Score,,14665,
Tue Dec 6 2005,7:00p,Dallas Mavericks,84,Indiana Pacers,75,Box Score,,14627,
Tue Dec 6 2005,8:00p,New Orleans/Oklahoma City Hornets,73,Memphis Grizzlies,89,Box Score,,13271,
Tue Dec 6 2005,8:00p,Los Angeles Lakers,111,Milwaukee Bucks,92,Box Score,,15185,
Tue Dec 6 2005,9:00p,Portland Trail Blazers,85,Phoenix Suns,130,Box Score,,15102,
Tue Dec 6 2005,10:00p,Cleveland Cavaliers,102,Sacramento Kings,97,Box Score,,17317,
Tue Dec 6 2005,10:00p,New York Knicks,104,Seattle SuperSonics,101,Box Score,,16288,
Tue Dec 6 2005,7:00p,Toronto Raptors,111,Washington Wizards,119,Box Score,OT,12401,
Wed Dec 7 2005,7:30p,New Jersey Nets,97,Charlotte Bobcats,84,Box Score,,14622,
Wed Dec 7 2005,10:30p,Phoenix Suns,118,Golden State Warriors,110,Box Score,,17389,
Wed Dec 7 2005,10:30p,New York Knicks,79,Los Angeles Clippers,84,Box Score,,15316,
Wed Dec 7 2005,8:00p,Boston Celtics,101,New Orleans/Oklahoma City Hornets,87,Box Score,,18753,
Wed Dec 7 2005,7:00p,Chicago Bulls,102,Orlando Magic,93,Box Score,,12702,
Wed Dec 7 2005,7:00p,Milwaukee Bucks,88,Philadelphia 76ers,85,Box Score,,12746,
Wed Dec 7 2005,10:00p,Minnesota Timberwolves,84,Portland Trail Blazers,74,Box Score,,12401,
Wed Dec 7 2005,9:00p,Miami Heat,84,San Antonio Spurs,98,Box Score,,18797,
Wed Dec 7 2005,7:00p,Los Angeles Lakers,102,Toronto Raptors,91,Box Score,,18821,
Wed Dec 7 2005,9:00p,Atlanta Hawks,83,Utah Jazz,95,Box Score,,16463,
Thu Dec 8 2005,8:00p,Washington Wizards,87,Indiana Pacers,111,Box Score,,14273,
Thu Dec 8 2005,10:30p,Houston Rockets,106,Sacramento Kings,95,Box Score,,17317,
Fri Dec 9 2005,8:30p,Los Angeles Lakers,93,Chicago Bulls,80,Box Score,,22410,
Fri Dec 9 2005,7:30p,New Jersey Nets,109,Cleveland Cavaliers,100,Box Score,,18177,
Fri Dec 9 2005,10:30p,Detroit Pistons,106,Golden State Warriors,103,Box Score,,19596,
Fri Dec 9 2005,8:00p,Dallas Mavericks,90,Memphis Grizzlies,83,Box Score,,17176,
