Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Dec 9 2005,7:30p,Denver Nuggets,100,Miami Heat,92,Box Score,,19896,
Fri Dec 9 2005,7:00p,Charlotte Bobcats,115,Philadelphia 76ers,119,Box Score,,14793,
Fri Dec 9 2005,10:00p,New York Knicks,81,Phoenix Suns,85,Box Score,,18207,
Fri Dec 9 2005,10:00p,New Orleans/Oklahoma City Hornets,95,Portland Trail Blazers,98,Box Score,OT,12305,
Fri Dec 9 2005,8:30p,Boston Celtics,89,San Antonio Spurs,101,Box Score,,18797,
Fri Dec 9 2005,9:00p,Seattle SuperSonics,106,Utah Jazz,90,Box Score,,18152,
Sat Dec 10 2005,7:00p,San Antonio Spurs,84,Atlanta Hawks,94,Box Score,,16678,
Sat Dec 10 2005,7:30p,Toronto Raptors,111,Charlotte Bobcats,103,Box Score,,15163,
Sat Dec 10 2005,8:30p,Boston Celtics,94,Dallas Mavericks,103,Box Score,,20156,
Sat Dec 10 2005,8:00p,Memphis Grizzlies,66,Indiana Pacers,80,Box Score,,16043,
Sat Dec 10 2005,10:30p,Phoenix Suns,91,Los Angeles Clippers,101,Box Score,,17033,
Sat Dec 10 2005,8:30p,Cleveland Cavaliers,106,Milwaukee Bucks,111,Box Score,,18717,
Sat Dec 10 2005,8:00p,Los Angeles Lakers,82,Minnesota Timberwolves,95,Box Score,,18739,
Sat Dec 10 2005,7:30p,Philadelphia 76ers,107,New Jersey Nets,95,Box Score,,18740,
Sat Dec 10 2005,7:00p,Denver Nuggets,83,Orlando Magic,94,Box Score,,16569,
Sat Dec 10 2005,10:00p,Sacramento Kings,123,Seattle SuperSonics,104,Box Score,,15982,
Sat Dec 10 2005,7:00p,Chicago Bulls,118,Washington Wizards,111,Box Score,,18833,
Sun Dec 11 2005,9:00p,Detroit Pistons,109,Los Angeles Clippers,101,Box Score,,19060,
Sun Dec 11 2005,6:00p,Washington Wizards,101,Miami Heat,104,Box Score,OT,19600,
Sun Dec 11 2005,9:00p,Houston Rockets,100,Portland Trail Blazers,86,Box Score,,12886,
Sun Dec 11 2005,9:00p,New Orleans/Oklahoma City Hornets,100,Sacramento Kings,110,Box Score,,17317,
Mon Dec 12 2005,8:30p,Los Angeles Lakers,109,Dallas Mavericks,106,Box Score,,19680,
Mon Dec 12 2005,7:30p,Milwaukee Bucks,112,New York Knicks,92,Box Score,,16436,
Mon Dec 12 2005,7:00p,Minnesota Timberwolves,89,Philadelphia 76ers,90,Box Score,OT,13310,
Mon Dec 12 2005,9:00p,New Orleans/Oklahoma City Hornets,91,Phoenix Suns,87,Box Score,,15547,
Mon Dec 12 2005,9:00p,Detroit Pistons,78,Utah Jazz,92,Box Score,,18275,
Tue Dec 13 2005,7:30p,Denver Nuggets,101,Charlotte Bobcats,85,Box Score,,13288,
Tue Dec 13 2005,8:30p,Miami Heat,100,Chicago Bulls,97,Box Score,,19129,
Tue Dec 13 2005,7:00p,Atlanta Hawks,100,Cleveland Cavaliers,94,Box Score,,17114,
Tue Dec 13 2005,8:00p,Sacramento Kings,93,Minnesota Timberwolves,91,Box Score,,13989,
Tue Dec 13 2005,8:30p,Los Angeles Clippers,87,San Antonio Spurs,95,Box Score,OT,18797,
Tue Dec 13 2005,10:00p,Golden State Warriors,110,Seattle SuperSonics,107,Box Score,OT,14271,
Tue Dec 13 2005,7:00p,New Jersey Nets,74,Washington Wizards,94,Box Score,,15124,
Wed Dec 14 2005,7:30p,Indiana Pacers,71,Boston Celtics,85,Box Score,,14112,
Wed Dec 14 2005,8:00p,Phoenix Suns,96,Dallas Mavericks,102,Box Score,,19731,
Wed Dec 14 2005,7:30p,Sacramento Kings,98,Detroit Pistons,109,Box Score,,22076,
Wed Dec 14 2005,10:30p,Houston Rockets,111,Golden State Warriors,105,Box Score,OT,18257,
Wed Dec 14 2005,8:00p,Los Angeles Lakers,94,Memphis Grizzlies,79,Box Score,,16591,
Wed Dec 14 2005,8:00p,Miami Heat,100,Milwaukee Bucks,83,Box Score,,16287,
Wed Dec 14 2005,7:30p,Charlotte Bobcats,91,New Jersey Nets,83,Box Score,,13363,
Wed Dec 14 2005,8:00p,Los Angeles Clippers,89,New Orleans/Oklahoma City Hornets,102,Box Score,,17490,
Wed Dec 14 2005,7:30p,Orlando Magic,105,New York Knicks,90,Box Score,,17490,
Wed Dec 14 2005,7:00p,Atlanta Hawks,101,Philadelphia 76ers,106,Box Score,,12161,
Wed Dec 14 2005,7:00p,Chicago Bulls,105,Toronto Raptors,94,Box Score,,16169,
Wed Dec 14 2005,9:00p,Portland Trail Blazers,77,Utah Jazz,82,Box Score,,19023,
Thu Dec 15 2005,8:00p,Denver Nuggets,85,Cleveland Cavaliers,94,Box Score,,17182,
Thu Dec 15 2005,8:00p,San Antonio Spurs,90,Minnesota Timberwolves,88,Box Score,,17003,
Thu Dec 15 2005,10:30p,Houston Rockets,104,Seattle SuperSonics,98,Box Score,,16563,
Fri Dec 16 2005,7:00p,New York Knicks,111,Atlanta Hawks,122,Box Score,,16295,
Fri Dec 16 2005,7:30p,Milwaukee Bucks,100,Boston Celtics,96,Box Score,,16116,
Fri Dec 16 2005,9:30p,Orlando Magic,103,Dallas Mavericks,109,Box Score,OT,19876,
Fri Dec 16 2005,8:00p,Chicago Bulls,82,Detroit Pistons,110,Box Score,,22076,
Fri Dec 16 2005,7:00p,Utah Jazz,83,Indiana Pacers,93,Box Score,,14970,
Fri Dec 16 2005,10:30p,Washington Wizards,91,Los Angeles Lakers,97,Box Score,,18997,
Fri Dec 16 2005,7:30p,Denver Nuggets,106,New Jersey Nets,115,Box Score,OT,13947,
Fri Dec 16 2005,8:00p,Phoenix Suns,101,New Orleans/Oklahoma City Hornets,88,Box Score,,7302,at Baton Rouge LA
Fri Dec 16 2005,8:00p,Miami Heat,112,Philadelphia 76ers,105,Box Score,,20652,
Fri Dec 16 2005,10:00p,Seattle SuperSonics,111,Portland Trail Blazers,99,Box Score,,14023,
Fri Dec 16 2005,7:00p,Golden State Warriors,108,Toronto Raptors,98,Box Score,,15829,
Sat Dec 17 2005,7:30p,Detroit Pistons,103,Charlotte Bobcats,78,Box Score,,19026,
Sat Dec 17 2005,8:30p,Boston Celtics,86,Chicago Bulls,118,Box Score,,20746,
Sat Dec 17 2005,7:30p,Miami Heat,107,Cleveland Cavaliers,115,Box Score,,20562,
Sat Dec 17 2005,3:30p,Houston Rockets,81,Los Angeles Clippers,89,Box Score,,17611,
Sat Dec 17 2005,8:00p,Phoenix Suns,87,Memphis Grizzlies,91,Box Score,,16375,
Sat Dec 17 2005,8:30p,Utah Jazz,88,Milwaukee Bucks,80,Box Score,,16827,
Sat Dec 17 2005,7:30p,Indiana Pacers,102,New York Knicks,96,Box Score,,19763,
Sat Dec 17 2005,8:30p,Sacramento Kings,89,San Antonio Spurs,90,Box Score,,18797,
Sun Dec 18 2005,2:00p,Denver Nuggets,107,Atlanta Hawks,110,Box Score,OT,16674,
Sun Dec 18 2005,8:30p,Minnesota Timberwolves,95,Dallas Mavericks,102,Box Score,,20134,
Sun Dec 18 2005,9:30p,Houston Rockets,76,Los Angeles Lakers,74,Box Score,,18997,
Sun Dec 18 2005,6:00p,Golden State Warriors,90,New Jersey Nets,118,Box Score,,14919,
Sun Dec 18 2005,8:00p,San Antonio Spurs,76,New Orleans/Oklahoma City Hornets,89,Box Score,,19297,
Sun Dec 18 2005,9:00p,Washington Wizards,92,Portland Trail Blazers,97,Box Score,,12486,
Sun Dec 18 2005,1:00p,Philadelphia 76ers,107,Toronto Raptors,80,Box Score,,18918,
Mon Dec 19 2005,7:30p,Golden State Warriors,98,Boston Celtics,109,Box Score,,14017,
Mon Dec 19 2005,7:30p,Sacramento Kings,103,Charlotte Bobcats,106,Box Score,OT,14155,
Mon Dec 19 2005,8:00p,Detroit Pistons,106,Memphis Grizzlies,104,Box Score,2OT,16897,
Mon Dec 19 2005,7:00p,Toronto Raptors,92,Orlando Magic,90,Box Score,,12511,
Mon Dec 19 2005,10:00p,Washington Wizards,101,Seattle SuperSonics,111,Box Score,,16703,
Tue Dec 20 2005,8:30p,Charlotte Bobcats,105,Chicago Bulls,92,Box Score,,21768,
Tue Dec 20 2005,7:00p,Utah Jazz,85,Cleveland Cavaliers,110,Box Score,,19543,
Tue Dec 20 2005,7:30p,Portland Trail Blazers,89,Detroit Pistons,93,Box Score,,22076,
Tue Dec 20 2005,10:30p,Dallas Mavericks,90,Los Angeles Lakers,112,Box Score,,18997,
Tue Dec 20 2005,7:30p,Atlanta Hawks,92,Miami Heat,111,Box Score,,20294,
Tue Dec 20 2005,8:00p,San Antonio Spurs,107,Milwaukee Bucks,109,Box Score,OT,16865,
Tue Dec 20 2005,7:30p,Los Angeles Clippers,85,New Jersey Nets,99,Box Score,,14785,
Tue Dec 20 2005,9:00p,Seattle SuperSonics,83,Phoenix Suns,111,Box Score,,17590,
Wed Dec 21 2005,7:30p,Utah Jazz,89,Boston Celtics,101,Box Score,,15240,
Wed Dec 21 2005,9:00p,Washington Wizards,116,Denver Nuggets,110,Box Score,,18467,
Wed Dec 21 2005,8:30p,Toronto Raptors,94,Houston Rockets,81,Box Score,,14901,
Wed Dec 21 2005,7:00p,Los Angeles Clippers,75,Indiana Pacers,97,Box Score,,15342,
Wed Dec 21 2005,8:00p,Portland Trail Blazers,79,Memphis Grizzlies,89,Box Score,,14231,
Wed Dec 21 2005,8:00p,New Orleans/Oklahoma City Hornets,69,Minnesota Timberwolves,88,Box Score,,14454,
Wed Dec 21 2005,7:30p,San Antonio Spurs,109,New York Knicks,96,Box Score,,19763,
Wed Dec 21 2005,7:00p,New Jersey Nets,96,Orlando Magic,85,Box Score,,13626,
Wed Dec 21 2005,7:00p,Golden State Warriors,100,Philadelphia 76ers,111,Box Score,,14813,
Thu Dec 22 2005,8:00p,Cleveland Cavaliers,108,Chicago Bulls,100,Box Score,,21874,
Thu Dec 22 2005,10:30p,Dallas Mavericks,105,Sacramento Kings,95,Box Score,,17317,
Fri Dec 23 2005,7:00p,Philadelphia 76ers,108,Atlanta Hawks,111,Box Score,,17343,
Fri Dec 23 2005,7:30p,Los Angeles Clippers,97,Charlotte Bobcats,88,Box Score,,16799,
Fri Dec 23 2005,8:00p,Indiana Pacers,89,Cleveland Cavaliers,94,Box Score,,18757,
Fri Dec 23 2005,9:00p,Houston Rockets,86,Denver Nuggets,108,Box Score,,18629,
Fri Dec 23 2005,8:00p,Golden State Warriors,85,Detroit Pistons,97,Box Score,,22076,
Fri Dec 23 2005,8:00p,Chicago Bulls,77,Memphis Grizzlies,95,Box Score,,15917,
Fri Dec 23 2005,7:30p,New Jersey Nets,95,Miami Heat,88,Box Score,,20065,
Fri Dec 23 2005,8:30p,New Orleans/Oklahoma City Hornets,94,Milwaukee Bucks,101,Box Score,,16824,
Fri Dec 23 2005,8:00p,Portland Trail Blazers,91,Minnesota Timberwolves,83,Box Score,,14875,
Fri Dec 23 2005,7:30p,Utah Jazz,90,New York Knicks,98,Box Score,,17549,
Fri Dec 23 2005,7:00p,Los Angeles Lakers,104,Orlando Magic,88,Box Score,,17283,
Fri Dec 23 2005,9:00p,Washington Wizards,112,Phoenix Suns,111,Box Score,,18265,
Fri Dec 23 2005,8:30p,Toronto Raptors,90,San Antonio Spurs,95,Box Score,,18797,
Fri Dec 23 2005,10:30p,Dallas Mavericks,101,Seattle SuperSonics,98,Box Score,,16211,
Sun Dec 25 2005,12:30p,San Antonio Spurs,70,Detroit Pistons,85,Box Score,,22076,
Sun Dec 25 2005,3:00p,Los Angeles Lakers,92,Miami Heat,97,Box Score,,20277,
Mon Dec 26 2005,7:00p,Chicago Bulls,91,Cleveland Cavaliers,102,Box Score,,20562,
Mon Dec 26 2005,8:30p,Indiana Pacers,80,Dallas Mavericks,102,Box Score,,20337,
Mon Dec 26 2005,10:30p,Denver Nuggets,118,Golden State Warriors,112,Box Score,,20007,
Mon Dec 26 2005,8:00p,Phoenix Suns,103,Minnesota Timberwolves,89,Box Score,,17197,
Mon Dec 26 2005,7:30p,New Jersey Nets,109,New York Knicks,101,Box Score,,19763,
Mon Dec 26 2005,7:00p,Milwaukee Bucks,93,Orlando Magic,108,Box Score,,13861,
Mon Dec 26 2005,10:00p,Portland Trail Blazers,105,Sacramento Kings,92,Box Score,,17317,
Mon Dec 26 2005,10:00p,Boston Celtics,111,Seattle SuperSonics,118,Box Score,,17072,
Mon Dec 26 2005,9:00p,Memphis Grizzlies,102,Utah Jazz,105,Box Score,OT,18545,
Mon Dec 26 2005,7:00p,Los Angeles Lakers,91,Washington Wizards,94,Box Score,,20173,
Tue Dec 27 2005,7:00p,Charlotte Bobcats,93,Atlanta Hawks,90,Box Score,,17219,
Tue Dec 27 2005,9:00p,Philadelphia 76ers,108,Denver Nuggets,106,Box Score,,19667,
Tue Dec 27 2005,7:30p,Toronto Raptors,106,Detroit Pistons,113,Box Score,,22076,
Tue Dec 27 2005,8:30p,Utah Jazz,82,Houston Rockets,74,Box Score,,18088,
Tue Dec 27 2005,10:30p,Sacramento Kings,110,Los Angeles Clippers,93,Box Score,,18151,
Tue Dec 27 2005,7:30p,Milwaukee Bucks,98,Miami Heat,109,Box Score,,20270,
Tue Dec 27 2005,7:30p,Cleveland Cavaliers,91,New Jersey Nets,96,Box Score,,20098,
Tue Dec 27 2005,8:30p,Indiana Pacers,86,San Antonio Spurs,99,Box Score,,18797,
Wed Dec 28 2005,7:30p,Chicago Bulls,80,Charlotte Bobcats,93,Box Score,,17456,
Wed Dec 28 2005,10:30p,Boston Celtics,109,Golden State Warriors,111,Box Score,,19596,
Wed Dec 28 2005,10:30p,Memphis Grizzlies,100,Los Angeles Lakers,99,Box Score,OT,18997,
Wed Dec 28 2005,8:00p,Seattle SuperSonics,95,Minnesota Timberwolves,108,Box Score,,17819,
Wed Dec 28 2005,8:00p,Houston Rockets,90,New Orleans/Oklahoma City Hornets,92,Box Score,,19205,
Wed Dec 28 2005,7:00p,New York Knicks,95,Orlando Magic,105,Box Score,,15796,
Wed Dec 28 2005,10:00p,Philadelphia 76ers,91,Portland Trail Blazers,95,Box Score,,17384,
Wed Dec 28 2005,7:00p,Atlanta Hawks,102,Toronto Raptors,108,Box Score,,18326,
Wed Dec 28 2005,7:00p,Phoenix Suns,104,Washington Wizards,99,Box Score,,16424,
Thu Dec 29 2005,10:30p,Seattle SuperSonics,112,Denver Nuggets,105,Box Score,,15641,
Thu Dec 29 2005,8:00p,Miami Heat,101,Detroit Pistons,106,Box Score,,22076,
Thu Dec 29 2005,8:30p,New Orleans/Oklahoma City Hornets,84,San Antonio Spurs,111,Box Score,,18797,
Fri Dec 30 2005,7:30p,Phoenix Suns,110,Charlotte Bobcats,100,Box Score,,18201,
Fri Dec 30 2005,8:30p,Golden State Warriors,111,Dallas Mavericks,109,Box Score,,20348,
Fri Dec 30 2005,7:00p,Toronto Raptors,99,Indiana Pacers,97,Box Score,,18345,
Fri Dec 30 2005,8:30p,New York Knicks,108,Milwaukee Bucks,113,Box Score,,18717,
Fri Dec 30 2005,7:30p,Atlanta Hawks,91,New Jersey Nets,99,Box Score,,15653,
Fri Dec 30 2005,7:00p,Minnesota Timberwolves,87,Orlando Magic,107,Box Score,,15683,
Fri Dec 30 2005,10:00p,Memphis Grizzlies,93,Portland Trail Blazers,90,Box Score,,13697,
Fri Dec 30 2005,10:00p,Boston Celtics,112,Sacramento Kings,116,Box Score,,17317,
Fri Dec 30 2005,7:00p,Miami Heat,128,Washington Wizards,113,Box Score,,20173,
Sat Dec 31 2005,7:00p,Phoenix Suns,107,Chicago Bulls,98,Box Score,OT,22165,
Sat Dec 31 2005,1:30p,Detroit Pistons,84,Cleveland Cavaliers,97,Box Score,,20562,
Sat Dec 31 2005,9:00p,San Antonio Spurs,98,Denver Nuggets,88,Box Score,,18296,
Sat Dec 31 2005,7:00p,Golden State Warriors,94,Houston Rockets,89,Box Score,,17175,
Sat Dec 31 2005,9:30p,Boston Celtics,111,Los Angeles Clippers,92,Box Score,,16807,
Sat Dec 31 2005,7:00p,Dallas Mavericks,95,New Orleans/Oklahoma City Hornets,90,Box Score,,19170,
Sat Dec 31 2005,9:00p,Memphis Grizzlies,100,Seattle SuperSonics,96,Box Score,,16567,
Sat Dec 31 2005,8:00p,Philadelphia 76ers,102,Utah Jazz,108,Box Score,,19911,
Sun Jan 1 2006,9:30p,Utah Jazz,98,Los Angeles Lakers,94,Box Score,,18310,
Sun Jan 1 2006,6:00p,Minnesota Timberwolves,70,Miami Heat,97,Box Score,,20274,
Sun Jan 1 2006,9:00p,Los Angeles Clippers,100,Portland Trail Blazers,94,Box Score,,13792,
Mon Jan 2 2006,8:30p,Milwaukee Bucks,93,Chicago Bulls,92,Box Score,,20968,
Mon Jan 2 2006,9:00p,Boston Celtics,110,Denver Nuggets,120,Box Score,,14722,
Mon Jan 2 2006,7:00p,Seattle SuperSonics,96,Indiana Pacers,115,Box Score,,14073,
Mon Jan 2 2006,8:00p,Charlotte Bobcats,86,New Orleans/Oklahoma City Hornets,103,Box Score,,17683,
Mon Jan 2 2006,7:30p,Phoenix Suns,133,New York Knicks,140,Box Score,3OT,19763,
Tue Jan 3 2006,7:00p,Toronto Raptors,108,Atlanta Hawks,97,Box Score,,10048,
Tue Jan 3 2006,8:30p,Portland Trail Blazers,81,Dallas Mavericks,95,Box Score,,20018,
Tue Jan 3 2006,7:30p,Orlando Magic,99,Detroit Pistons,108,Box Score,,22076,
Tue Jan 3 2006,8:00p,Golden State Warriors,94,Memphis Grizzlies,104,Box Score,,14697,
Tue Jan 3 2006,10:00p,Philadelphia 76ers,111,Sacramento Kings,98,Box Score,,17317,
Tue Jan 3 2006,9:00p,Los Angeles Lakers,80,Utah Jazz,90,Box Score,,19013,
Tue Jan 3 2006,7:00p,Houston Rockets,123,Washington Wizards,111,Box Score,,14883,
Wed Jan 4 2006,7:30p,Charlotte Bobcats,106,Boston Celtics,109,Box Score,,14202,
Wed Jan 4 2006,8:30p,Seattle SuperSonics,101,Chicago Bulls,97,Box Score,,19418,
Wed Jan 4 2006,9:00p,Indiana Pacers,86,Denver Nuggets,106,Box Score,,14041,
Wed Jan 4 2006,8:00p,Cleveland Cavaliers,91,Milwaukee Bucks,84,Box Score,,15785,
Wed Jan 4 2006,8:00p,Dallas Mavericks,78,Minnesota Timberwolves,91,Box Score,,15702,
Wed Jan 4 2006,8:00p,Miami Heat,92,New Orleans/Oklahoma City Hornets,107,Box Score,,19326,
Wed Jan 4 2006,9:00p,Philadelphia 76ers,85,Phoenix Suns,105,Box Score,,18301,
Wed Jan 4 2006,8:30p,Portland Trail Blazers,75,San Antonio Spurs,106,Box Score,,18797,
Wed Jan 4 2006,7:00p,Orlando Magic,97,Toronto Raptors,121,Box Score,,14085,
Thu Jan 5 2006,8:00p,Houston Rockets,90,Cleveland Cavaliers,81,Box Score,,18019,
Thu Jan 5 2006,10:30p,Indiana Pacers,99,Golden State Warriors,89,Box Score,,18237,
Fri Jan 6 2006,7:30p,Atlanta Hawks,103,Boston Celtics,98,Box Score,,17015,
Fri Jan 6 2006,9:00p,Dallas Mavericks,114,Denver Nuggets,112,Box Score,OT,18256,
Fri Jan 6 2006,8:00p,Seattle SuperSonics,85,Detroit Pistons,97,Box Score,,22076,
Fri Jan 6 2006,10:30p,Philadelphia 76ers,93,Los Angeles Lakers,119,Box Score,,18997,
Fri Jan 6 2006,8:00p,Utah Jazz,65,Memphis Grizzlies,87,Box Score,,17019,
Fri Jan 6 2006,8:30p,Chicago Bulls,105,Milwaukee Bucks,91,Box Score,,17214,
Fri Jan 6 2006,7:30p,Orlando Magic,106,New Jersey Nets,113,Box Score,,15332,
Fri Jan 6 2006,8:00p,Portland Trail Blazers,80,New Orleans/Oklahoma City Hornets,90,Box Score,,18995,
Fri Jan 6 2006,7:30p,Washington Wizards,92,New York Knicks,113,Box Score,,17977,
Fri Jan 6 2006,10:30p,Miami Heat,93,Phoenix Suns,111,Box Score,,18422,
Fri Jan 6 2006,10:00p,Los Angeles Clippers,114,Sacramento Kings,118,Box Score,,17317,
Fri Jan 6 2006,8:00p,Minnesota Timberwolves,77,San Antonio Spurs,83,Box Score,,18797,
Fri Jan 6 2006,7:00p,Houston Rockets,92,Toronto Raptors,112,Box Score,,17460,
Sat Jan 7 2006,7:00p,New Orleans/Oklahoma City Hornets,93,Atlanta Hawks,101,Box Score,,11332,
Sat Jan 7 2006,8:30p,Memphis Grizzlies,82,Chicago Bulls,111,Box Score,,20378,
Sat Jan 7 2006,7:30p,Milwaukee Bucks,88,Cleveland Cavaliers,96,Box Score,,19840,
Sat Jan 7 2006,8:30p,Minnesota Timberwolves,79,Dallas Mavericks,83,Box Score,,20151,
Sat Jan 7 2006,7:30p,Utah Jazz,94,Detroit Pistons,90,Box Score,OT,22076,
Sat Jan 7 2006,10:30p,Los Angeles Lakers,112,Los Angeles Clippers,109,Box Score,,20154,
Sat Jan 7 2006,7:00p,Charlotte Bobcats,92,Orlando Magic,108,Box Score,,16059,
Sat Jan 7 2006,9:00p,San Antonio Spurs,86,Phoenix Suns,91,Box Score,,18422,
Sat Jan 7 2006,7:00p,Boston Celtics,102,Washington Wizards,103,Box Score,,20173,
Sun Jan 8 2006,8:30p,Denver Nuggets,92,Houston Rockets,90,Box Score,,15316,
Sun Jan 8 2006,1:00p,Seattle SuperSonics,116,New York Knicks,120,Box Score,,17191,
Sun Jan 8 2006,9:00p,Miami Heat,118,Portland Trail Blazers,89,Box Score,,18032,
Sun Jan 8 2006,9:00p,Indiana Pacers,108,Sacramento Kings,83,Box Score,,17317,
Sun Jan 8 2006,1:00p,New Jersey Nets,105,Toronto Raptors,104,Box Score,,18935,
Mon Jan 9 2006,7:30p,Dallas Mavericks,104,Boston Celtics,102,Box Score,,15064,
Mon Jan 9 2006,8:30p,Toronto Raptors,104,Chicago Bulls,113,Box Score,,21103,
Mon Jan 9 2006,10:30p,Indiana Pacers,90,Los Angeles Lakers,96,Box Score,,18997,
Mon Jan 9 2006,7:00p,Seattle SuperSonics,98,Philadelphia 76ers,107,Box Score,,15695,
Mon Jan 9 2006,7:00p,Utah Jazz,97,Washington Wizards,89,Box Score,,12797,
Tue Jan 10 2006,7:00p,Boston Celtics,98,Atlanta Hawks,94,Box Score,,12882,
Tue Jan 10 2006,7:30p,Houston Rockets,106,Charlotte Bobcats,111,Box Score,2OT,14738,
Tue Jan 10 2006,7:00p,New York Knicks,92,Cleveland Cavaliers,84,Box Score,,18064,
Tue Jan 10 2006,9:00p,Phoenix Suns,137,Denver Nuggets,139,Box Score,3OT,14492,
Tue Jan 10 2006,10:30p,Orlando Magic,73,Los Angeles Clippers,90,Box Score,,15019,
Tue Jan 10 2006,8:00p,Sacramento Kings,85,Memphis Grizzlies,99,Box Score,,14081,
Tue Jan 10 2006,8:00p,Minnesota Timberwolves,92,Milwaukee Bucks,95,Box Score,,15417,
Tue Jan 10 2006,8:00p,Detroit Pistons,96,New Orleans/Oklahoma City Hornets,86,Box Score,,19260,
Tue Jan 10 2006,8:30p,New Jersey Nets,91,San Antonio Spurs,96,Box Score,,18797,
Wed Jan 11 2006,10:30p,Miami Heat,110,Golden State Warriors,96,Box Score,,20075,
Wed Jan 11 2006,8:30p,Sacramento Kings,88,Houston Rockets,80,Box Score,,12252,
Wed Jan 11 2006,7:00p,Milwaukee Bucks,88,Indiana Pacers,112,Box Score,,14149,
Wed Jan 11 2006,8:00p,Chicago Bulls,93,Minnesota Timberwolves,99,Box Score,,15177,
Wed Jan 11 2006,7:30p,Dallas Mavericks,115,New York Knicks,117,Box Score,OT,17469,
Wed Jan 11 2006,7:00p,Utah Jazz,110,Philadelphia 76ers,102,Box Score,,12938,
Wed Jan 11 2006,10:00p,Los Angeles Lakers,103,Portland Trail Blazers,113,Box Score,,16421,
Wed Jan 11 2006,10:00p,Orlando Magic,104,Seattle SuperSonics,113,Box Score,,16670,
Wed Jan 11 2006,7:00p,Charlotte Bobcats,86,Toronto Raptors,95,Box Score,,14098,
Wed Jan 11 2006,7:00p,Atlanta Hawks,72,Washington Wizards,103,Box Score,,12632,
Thu Jan 12 2006,10:30p,Cleveland Cavaliers,98,Los Angeles Lakers,99,Box Score,,18997,
Thu Jan 12 2006,9:00p,Golden State Warriors,99,Phoenix Suns,112,Box Score,,18037,
Thu Jan 12 2006,8:00p,Detroit Pistons,83,San Antonio Spurs,68,Box Score,,18797,
Fri Jan 13 2006,7:30p,Milwaukee Bucks,103,Charlotte Bobcats,102,Box Score,,15212,
Fri Jan 13 2006,7:00p,Washington Wizards,94,Indiana Pacers,85,Box Score,,16094,
Fri Jan 13 2006,8:00p,New Jersey Nets,69,Memphis Grizzlies,81,Box Score,,17221,
Fri Jan 13 2006,8:00p,Denver Nuggets,89,Minnesota Timberwolves,103,Box Score,,18417,
Fri Jan 13 2006,8:00p,Sacramento Kings,76,New Orleans/Oklahoma City Hornets,90,Box Score,,11343,at Norman OK
Fri Jan 13 2006,7:30p,Atlanta Hawks,94,New York Knicks,105,Box Score,,16774,
Fri Jan 13 2006,8:00p,Boston Celtics,124,Philadelphia 76ers,125,Box Score,3OT,20338,
Fri Jan 13 2006,10:00p,Orlando Magic,108,Portland Trail Blazers,113,Box Score,,12301,
Fri Jan 13 2006,10:30p,Miami Heat,117,Seattle SuperSonics,104,Box Score,,17072,
Sat Jan 14 2006,7:00p,Washington Wizards,114,Atlanta Hawks,106,Box Score,OT,13992,
Sat Jan 14 2006,8:30p,Indiana Pacers,91,Chicago Bulls,89,Box Score,,22011,
Sat Jan 14 2006,8:30p,New Jersey Nets,77,Dallas Mavericks,110,Box Score,,20367,
Sat Jan 14 2006,7:30p,Charlotte Bobcats,91,Detroit Pistons,114,Box Score,,22076,
Sat Jan 14 2006,10:30p,Los Angeles Lakers,110,Golden State Warriors,104,Box Score,,20179,
Sat Jan 14 2006,8:30p,New Orleans/Oklahoma City Hornets,86,Houston Rockets,80,Box Score,,14724,
Sat Jan 14 2006,10:30p,Seattle SuperSonics,72,Los Angeles Clippers,98,Box Score,,18099,
Sat Jan 14 2006,8:30p,Denver Nuggets,100,Milwaukee Bucks,93,Box Score,,18717,
Sat Jan 14 2006,9:00p,Cleveland Cavaliers,106,Phoenix Suns,115,Box Score,,18422,
Sat Jan 14 2006,8:30p,Memphis Grizzlies,79,San Antonio Spurs,80,Box Score,,18797,
Sat Jan 14 2006,9:00p,Miami Heat,100,Utah Jazz,94,Box Score,,19911,
Sun Jan 15 2006,9:00p,Cleveland Cavaliers,87,Portland Trail Blazers,89,Box Score,,19383,
Sun Jan 15 2006,9:00p,Orlando Magic,100,Sacramento Kings,104,Box Score,,17317,
Sun Jan 15 2006,1:00p,New York Knicks,103,Toronto Raptors,129,Box Score,,17393,
Mon Jan 16 2006,2:00p,Houston Rockets,83,Atlanta Hawks,94,Box Score,,15078,
Mon Jan 16 2006,1:00p,New Orleans/Oklahoma City Hornets,107,Charlotte Bobcats,92,Box Score,,15303,
Mon Jan 16 2006,2:00p,Denver Nuggets,97,Chicago Bulls,94,Box Score,,21793,
Mon Jan 16 2006,8:30p,Milwaukee Bucks,95,Dallas Mavericks,114,Box Score,,19935,
Mon Jan 16 2006,3:30p,Boston Celtics,84,Detroit Pistons,94,Box Score,,22076,
Mon Jan 16 2006,4:00p,Seattle SuperSonics,93,Golden State Warriors,109,Box Score,,20011,
Mon Jan 16 2006,3:30p,Utah Jazz,93,Los Angeles Clippers,102,Box Score,OT,15211,
Mon Jan 16 2006,10:30p,Miami Heat,92,Los Angeles Lakers,100,Box Score,,18997,
Mon Jan 16 2006,8:00p,San Antonio Spurs,93,Memphis Grizzlies,83,Box Score,,18119,
Mon Jan 16 2006,3:30p,Indiana Pacers,92,New Jersey Nets,97,Box Score,,18813,
